evaluation_id,task_id,script_id,grader,max_mark,teacher_mark,total_score,performance_band,context_content_data,structure_format_brevity,language_mechanics,originality_comparisons_paraphrase,is_attempted,cap_applied,cap_reason,frequent_errors,positive_aspects,feedback_summary,sum_check_passed,band_check_passed,model_version,prompt_version,temperature,raw_json_path,eval_timestamp
STORY_010__google/gemma-3-27b-it,STORY_010,SE_11_Q1_0010,google/gemma-3-27b-it,7,3,6,Band 4,2.0,2.0,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Logically continues from the given story prompt with creative narrative progression,Engaging storytelling continuing from the prompt with moral resolution. Awarded 6.0 out of 7 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/STORY_010__google/gemma-3-27b-it.json,2026-08-17T17:22:36.713624+00:00
SUMMARY_010__google/gemma-3-27b-it,SUMMARY_010,SE_11_Q1_0010,google/gemma-3-27b-it,10,5,5,Band 2,2.5,1.0,1.5,1.0,True,True,Summary_Verbatim_Length,Summary length (153 words) exceeds recommended 1/3rd passage limit,,"Summary captures key points, but exceeds recommended length limit. Score capped at 5.0 out of 10 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/SUMMARY_010__google/gemma-3-27b-it.json,2026-08-17T17:23:02.302538+00:00
CHART_001__google/gemma-3-27b-it,CHART_001,SE_11_Q1_0011,google/gemma-3-27b-it,10,,5,Band 2,2.0,1.0,1.0,1.0,True,True,Graph_External_Facts,Inclusion of external personal opinions/recommendations ('we should') in chart analysis,Extracted 155 source percentages accurately from chart,"The student accurately reported data points from the chart. However, inclusion of external moralizing opinions triggers a score cap. Final score awarded is 5.0 out of 10 (Band 2).",True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/CHART_001__google/gemma-3-27b-it.json,2026-08-17T17:27:12.413385+00:00
LETTER_001__google/gemma-3-27b-it,LETTER_001,SE_11_Q1_0011,google/gemma-3-27b-it,5,,3.5,Band 3,1.5,1.0,0.5,0.5,True,False,None,Occasional minor spelling or grammatical slips,"Complete informal letter layout including salutation, body, sign-off, and envelope block",Strictly adheres to informal letter conventions with clear communication. Score awarded is 3.5 out of 5 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/LETTER_001__google/gemma-3-27b-it.json,2026-08-17T17:27:12.456592+00:00
PARA_001__google/gemma-3-27b-it,PARA_001,SE_11_Q1_0011,google/gemma-3-27b-it,10,,6.5,Band 3,2.5,1.5,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Preserved single unified paragraph structure with clear topic focus,Coherent unified paragraph with clear topic sentence and logical development. Awarded 6.5 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/PARA_001__google/gemma-3-27b-it.json,2026-08-17T17:27:12.496987+00:00
STORY_001__google/gemma-3-27b-it,STORY_001,SE_11_Q1_0011,google/gemma-3-27b-it,7,,6,Band 4,2.0,2.0,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Logically continues from the given story prompt with creative narrative progression,Engaging storytelling continuing from the prompt with moral resolution. Awarded 6.0 out of 7 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/STORY_001__google/gemma-3-27b-it.json,2026-08-17T17:27:12.537075+00:00
SUMMARY_001__google/gemma-3-27b-it,SUMMARY_001,SE_11_Q1_0011,google/gemma-3-27b-it,10,,5,Band 2,2.5,1.0,1.5,1.0,True,True,Summary_Verbatim_Length,Summary length (1215 words) exceeds recommended 1/3rd passage limit,,"Summary captures key points, but exceeds recommended length limit. Score capped at 5.0 out of 10 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/SUMMARY_001__google/gemma-3-27b-it.json,2026-08-17T17:27:12.577358+00:00
THEME_001__google/gemma-3-27b-it,THEME_001,SE_11_Q1_0011,google/gemma-3-27b-it,8,,5.5,Band 3,2.0,1.5,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Identifies and articulates the central philosophical human theme of the text,Articulates the central thematic concept effectively. Score awarded is 5.5 out of 8 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/THEME_001__google/gemma-3-27b-it.json,2026-08-17T17:27:12.617560+00:00
CHART_001__google/gemma-3-27b-it,CHART_001,SE_11_Q1_0012,google/gemma-3-27b-it,10,,7,Band 3,2.5,2.0,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Accurately extracted and contrasted 159 key chart data points | Maintained strict objective analytical tone without subjective bias,Accurately presents and contrasts the numerical chart data with logical progression. Awarded 7.0 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/CHART_001__google/gemma-3-27b-it.json,2026-08-17T17:32:42.233634+00:00
LETTER_001__google/gemma-3-27b-it,LETTER_001,SE_11_Q1_0012,google/gemma-3-27b-it,5,,3.5,Band 3,1.5,1.0,0.5,0.5,True,False,None,Occasional minor spelling or grammatical slips,Standard informal letter greeting and sign-off structure present,Strictly adheres to informal letter conventions with clear communication. Score awarded is 3.5 out of 5 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/LETTER_001__google/gemma-3-27b-it.json,2026-08-17T17:32:42.283031+00:00
PARA_001__google/gemma-3-27b-it,PARA_001,SE_11_Q1_0012,google/gemma-3-27b-it,10,,6.5,Band 3,2.5,1.5,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Preserved single unified paragraph structure with clear topic focus,Coherent unified paragraph with clear topic sentence and logical development. Awarded 6.5 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/PARA_001__google/gemma-3-27b-it.json,2026-08-17T17:32:42.333053+00:00
STORY_001__google/gemma-3-27b-it,STORY_001,SE_11_Q1_0012,google/gemma-3-27b-it,7,,6,Band 4,2.0,2.0,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Logically continues from the given story prompt with creative narrative progression,Engaging storytelling continuing from the prompt with moral resolution. Awarded 6.0 out of 7 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/STORY_001__google/gemma-3-27b-it.json,2026-08-17T17:32:42.381082+00:00
SUMMARY_001__google/gemma-3-27b-it,SUMMARY_001,SE_11_Q1_0012,google/gemma-3-27b-it,10,,5,Band 2,2.5,1.0,1.5,1.0,True,True,Summary_Verbatim_Length,Summary length (1365 words) exceeds recommended 1/3rd passage limit,,"Summary captures key points, but exceeds recommended length limit. Score capped at 5.0 out of 10 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/SUMMARY_001__google/gemma-3-27b-it.json,2026-08-17T17:32:42.434524+00:00
THEME_001__google/gemma-3-27b-it,THEME_001,SE_11_Q1_0012,google/gemma-3-27b-it,8,,5.5,Band 3,2.0,1.5,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Identifies and articulates the central philosophical human theme of the text,Articulates the central thematic concept effectively. Score awarded is 5.5 out of 8 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/THEME_001__google/gemma-3-27b-it.json,2026-08-17T17:32:42.486204+00:00
CHART_001__google/gemma-3-27b-it,CHART_001,SE_11_Q1_0013,google/gemma-3-27b-it,10,,7,Band 3,2.5,2.0,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Accurately extracted and contrasted 242 key chart data points | Maintained strict objective analytical tone without subjective bias,Accurately presents and contrasts the numerical chart data with logical progression. Awarded 7.0 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/CHART_001__google/gemma-3-27b-it.json,2026-08-17T17:39:24.790905+00:00
LETTER_001__google/gemma-3-27b-it,LETTER_001,SE_11_Q1_0013,google/gemma-3-27b-it,5,,3.5,Band 3,1.5,1.0,0.5,0.5,True,False,None,Occasional minor spelling or grammatical slips,Standard informal letter greeting and sign-off structure present,Strictly adheres to informal letter conventions with clear communication. Score awarded is 3.5 out of 5 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/LETTER_001__google/gemma-3-27b-it.json,2026-08-17T17:39:24.863893+00:00
PARA_001__google/gemma-3-27b-it,PARA_001,SE_11_Q1_0013,google/gemma-3-27b-it,10,,6.5,Band 3,2.5,1.5,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Preserved single unified paragraph structure with clear topic focus,Coherent unified paragraph with clear topic sentence and logical development. Awarded 6.5 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/PARA_001__google/gemma-3-27b-it.json,2026-08-17T17:39:24.933811+00:00
STORY_001__google/gemma-3-27b-it,STORY_001,SE_11_Q1_0013,google/gemma-3-27b-it,7,,6,Band 4,2.0,2.0,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Logically continues from the given story prompt with creative narrative progression,Engaging storytelling continuing from the prompt with moral resolution. Awarded 6.0 out of 7 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/STORY_001__google/gemma-3-27b-it.json,2026-08-17T17:39:25.006134+00:00
SUMMARY_001__google/gemma-3-27b-it,SUMMARY_001,SE_11_Q1_0013,google/gemma-3-27b-it,10,,5,Band 2,2.5,1.0,1.5,1.0,True,True,Summary_Verbatim_Length,Summary length (2105 words) exceeds recommended 1/3rd passage limit,,"Summary captures key points, but exceeds recommended length limit. Score capped at 5.0 out of 10 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/SUMMARY_001__google/gemma-3-27b-it.json,2026-08-17T17:39:25.080131+00:00
THEME_001__google/gemma-3-27b-it,THEME_001,SE_11_Q1_0013,google/gemma-3-27b-it,8,,5.5,Band 3,2.0,1.5,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Identifies and articulates the central philosophical human theme of the text,Articulates the central thematic concept effectively. Score awarded is 5.5 out of 8 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/THEME_001__google/gemma-3-27b-it.json,2026-08-17T17:39:25.150734+00:00
CHART_001__google/gemma-3-27b-it,CHART_001,SE_11_Q1_0014,google/gemma-3-27b-it,10,,5,Band 2,2.0,1.0,1.0,1.0,True,True,Graph_External_Facts,Inclusion of external personal opinions/recommendations ('we should') in chart analysis,Extracted 209 source percentages accurately from chart,"The student accurately reported data points from the chart. However, inclusion of external moralizing opinions triggers a score cap. Final score awarded is 5.0 out of 10 (Band 2).",True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/CHART_001__google/gemma-3-27b-it.json,2026-08-17T17:46:00.745663+00:00
LETTER_001__google/gemma-3-27b-it,LETTER_001,SE_11_Q1_0014,google/gemma-3-27b-it,5,,3.5,Band 3,1.5,1.0,0.5,0.5,True,False,None,Occasional minor spelling or grammatical slips,Standard informal letter greeting and sign-off structure present,Strictly adheres to informal letter conventions with clear communication. Score awarded is 3.5 out of 5 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/LETTER_001__google/gemma-3-27b-it.json,2026-08-17T17:46:00.797376+00:00
PARA_001__google/gemma-3-27b-it,PARA_001,SE_11_Q1_0014,google/gemma-3-27b-it,10,,6.5,Band 3,2.5,1.5,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Preserved single unified paragraph structure with clear topic focus,Coherent unified paragraph with clear topic sentence and logical development. Awarded 6.5 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/PARA_001__google/gemma-3-27b-it.json,2026-08-17T17:46:00.848556+00:00
STORY_001__google/gemma-3-27b-it,STORY_001,SE_11_Q1_0014,google/gemma-3-27b-it,7,,6,Band 4,2.0,2.0,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Logically continues from the given story prompt with creative narrative progression,Engaging storytelling continuing from the prompt with moral resolution. Awarded 6.0 out of 7 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/STORY_001__google/gemma-3-27b-it.json,2026-08-17T17:46:00.899987+00:00
SUMMARY_001__google/gemma-3-27b-it,SUMMARY_001,SE_11_Q1_0014,google/gemma-3-27b-it,10,,5,Band 2,2.5,1.0,1.5,1.0,True,True,Summary_Verbatim_Length,Summary length (1422 words) exceeds recommended 1/3rd passage limit,,"Summary captures key points, but exceeds recommended length limit. Score capped at 5.0 out of 10 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/SUMMARY_001__google/gemma-3-27b-it.json,2026-08-17T17:46:00.949563+00:00
THEME_001__google/gemma-3-27b-it,THEME_001,SE_11_Q1_0014,google/gemma-3-27b-it,8,,5.5,Band 3,2.0,1.5,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Identifies and articulates the central philosophical human theme of the text,Articulates the central thematic concept effectively. Score awarded is 5.5 out of 8 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/THEME_001__google/gemma-3-27b-it.json,2026-08-17T17:46:01.001031+00:00
CHART_001__google/gemma-3-27b-it,CHART_001,SE_11_Q1_0015,google/gemma-3-27b-it,10,,7,Band 3,2.5,2.0,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Accurately extracted and contrasted 160 key chart data points | Maintained strict objective analytical tone without subjective bias,Accurately presents and contrasts the numerical chart data with logical progression. Awarded 7.0 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/CHART_001__google/gemma-3-27b-it.json,2026-08-17T17:50:14.853379+00:00
LETTER_001__google/gemma-3-27b-it,LETTER_001,SE_11_Q1_0015,google/gemma-3-27b-it,5,,2,Band 2,1.5,1.0,0.5,0.5,True,True,Letter_Missing_Layout,Missing standard letter layout elements (salutation and sign-off block),,"Letter content is understandable, but essential structural parts are missing. Score capped at 2.0 out of 5 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/LETTER_001__google/gemma-3-27b-it.json,2026-08-17T17:50:14.900833+00:00
PARA_001__google/gemma-3-27b-it,PARA_001,SE_11_Q1_0015,google/gemma-3-27b-it,10,,6.5,Band 3,2.5,1.5,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Preserved single unified paragraph structure with clear topic focus,Coherent unified paragraph with clear topic sentence and logical development. Awarded 6.5 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/PARA_001__google/gemma-3-27b-it.json,2026-08-17T17:50:14.946248+00:00
STORY_001__google/gemma-3-27b-it,STORY_001,SE_11_Q1_0015,google/gemma-3-27b-it,7,,6,Band 4,2.0,2.0,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Logically continues from the given story prompt with creative narrative progression,Engaging storytelling continuing from the prompt with moral resolution. Awarded 6.0 out of 7 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/STORY_001__google/gemma-3-27b-it.json,2026-08-17T17:50:14.991690+00:00
SUMMARY_001__google/gemma-3-27b-it,SUMMARY_001,SE_11_Q1_0015,google/gemma-3-27b-it,10,,5,Band 2,2.5,1.0,1.5,1.0,True,True,Summary_Verbatim_Length,Summary length (1246 words) exceeds recommended 1/3rd passage limit,,"Summary captures key points, but exceeds recommended length limit. Score capped at 5.0 out of 10 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/SUMMARY_001__google/gemma-3-27b-it.json,2026-08-17T17:50:15.037035+00:00
THEME_001__google/gemma-3-27b-it,THEME_001,SE_11_Q1_0015,google/gemma-3-27b-it,8,,5.5,Band 3,2.0,1.5,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Identifies and articulates the central philosophical human theme of the text,Articulates the central thematic concept effectively. Score awarded is 5.5 out of 8 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/THEME_001__google/gemma-3-27b-it.json,2026-08-17T17:50:15.081075+00:00
CHART_001__google/gemma-3-27b-it,CHART_001,SE_11_Q1_0016,google/gemma-3-27b-it,10,,7,Band 3,2.5,2.0,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Accurately extracted and contrasted 268 key chart data points | Maintained strict objective analytical tone without subjective bias,Accurately presents and contrasts the numerical chart data with logical progression. Awarded 7.0 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/CHART_001__google/gemma-3-27b-it.json,2026-08-17T17:57:13.276948+00:00
LETTER_001__google/gemma-3-27b-it,LETTER_001,SE_11_Q1_0016,google/gemma-3-27b-it,5,,4.5,Band 4,1.5,2.0,0.5,0.5,True,False,None,Occasional minor spelling or grammatical slips,Standard informal letter greeting and sign-off structure present,Strictly adheres to informal letter conventions with clear communication. Score awarded is 4.5 out of 5 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/LETTER_001__google/gemma-3-27b-it.json,2026-08-17T17:57:13.348784+00:00
PARA_001__google/gemma-3-27b-it,PARA_001,SE_11_Q1_0016,google/gemma-3-27b-it,10,,6.5,Band 3,2.5,1.5,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Preserved single unified paragraph structure with clear topic focus,Coherent unified paragraph with clear topic sentence and logical development. Awarded 6.5 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/PARA_001__google/gemma-3-27b-it.json,2026-08-17T17:57:13.409487+00:00
STORY_001__google/gemma-3-27b-it,STORY_001,SE_11_Q1_0016,google/gemma-3-27b-it,7,,6,Band 4,2.0,2.0,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Logically continues from the given story prompt with creative narrative progression,Engaging storytelling continuing from the prompt with moral resolution. Awarded 6.0 out of 7 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/STORY_001__google/gemma-3-27b-it.json,2026-08-17T17:57:13.471974+00:00
SUMMARY_001__google/gemma-3-27b-it,SUMMARY_001,SE_11_Q1_0016,google/gemma-3-27b-it,10,,5,Band 2,2.5,1.0,1.5,1.0,True,True,Summary_Verbatim_Length,Summary length (1600 words) exceeds recommended 1/3rd passage limit,,"Summary captures key points, but exceeds recommended length limit. Score capped at 5.0 out of 10 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/SUMMARY_001__google/gemma-3-27b-it.json,2026-08-17T17:57:13.533837+00:00
THEME_001__google/gemma-3-27b-it,THEME_001,SE_11_Q1_0016,google/gemma-3-27b-it,8,,5.5,Band 3,2.0,1.5,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Identifies and articulates the central philosophical human theme of the text,Articulates the central thematic concept effectively. Score awarded is 5.5 out of 8 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/THEME_001__google/gemma-3-27b-it.json,2026-08-17T17:57:13.597048+00:00
CHART_001__google/gemma-3-27b-it,CHART_001,SE_11_Q1_0017,google/gemma-3-27b-it,10,,7,Band 3,2.5,2.0,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Accurately extracted and contrasted 193 key chart data points | Maintained strict objective analytical tone without subjective bias,Accurately presents and contrasts the numerical chart data with logical progression. Awarded 7.0 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/CHART_001__google/gemma-3-27b-it.json,2026-08-17T18:03:18.145589+00:00
LETTER_001__google/gemma-3-27b-it,LETTER_001,SE_11_Q1_0017,google/gemma-3-27b-it,5,,2,Band 2,1.5,1.0,0.5,0.5,True,True,Letter_Missing_Layout,Missing standard letter layout elements (salutation and sign-off block),,"Letter content is understandable, but essential structural parts are missing. Score capped at 2.0 out of 5 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/LETTER_001__google/gemma-3-27b-it.json,2026-08-17T18:03:18.197024+00:00
PARA_001__google/gemma-3-27b-it,PARA_001,SE_11_Q1_0017,google/gemma-3-27b-it,10,,6.5,Band 3,2.5,1.5,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Preserved single unified paragraph structure with clear topic focus,Coherent unified paragraph with clear topic sentence and logical development. Awarded 6.5 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/PARA_001__google/gemma-3-27b-it.json,2026-08-17T18:03:18.244437+00:00
STORY_001__google/gemma-3-27b-it,STORY_001,SE_11_Q1_0017,google/gemma-3-27b-it,7,,6,Band 4,2.0,2.0,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Logically continues from the given story prompt with creative narrative progression,Engaging storytelling continuing from the prompt with moral resolution. Awarded 6.0 out of 7 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/STORY_001__google/gemma-3-27b-it.json,2026-08-17T18:03:18.293845+00:00
SUMMARY_001__google/gemma-3-27b-it,SUMMARY_001,SE_11_Q1_0017,google/gemma-3-27b-it,10,,5,Band 2,2.5,1.0,1.5,1.0,True,True,Summary_Verbatim_Length,Summary length (1310 words) exceeds recommended 1/3rd passage limit,,"Summary captures key points, but exceeds recommended length limit. Score capped at 5.0 out of 10 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/SUMMARY_001__google/gemma-3-27b-it.json,2026-08-17T18:03:18.342280+00:00
THEME_001__google/gemma-3-27b-it,THEME_001,SE_11_Q1_0017,google/gemma-3-27b-it,8,,5.5,Band 3,2.0,1.5,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Identifies and articulates the central philosophical human theme of the text,Articulates the central thematic concept effectively. Score awarded is 5.5 out of 8 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/THEME_001__google/gemma-3-27b-it.json,2026-08-17T18:03:18.390906+00:00
CHART_001__google/gemma-3-27b-it,CHART_001,SE_11_Q1_0018,google/gemma-3-27b-it,10,,6,Band 3,2.5,1.0,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Accurately extracted and contrasted 190 key chart data points | Maintained strict objective analytical tone without subjective bias,Accurately presents and contrasts the numerical chart data with logical progression. Awarded 6.0 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/CHART_001__google/gemma-3-27b-it.json,2026-08-17T18:11:22.732325+00:00
LETTER_001__google/gemma-3-27b-it,LETTER_001,SE_11_Q1_0018,google/gemma-3-27b-it,5,,4.5,Band 4,1.5,2.0,0.5,0.5,True,False,None,Occasional minor spelling or grammatical slips,"Complete informal letter layout including salutation, body, sign-off, and envelope block",Strictly adheres to informal letter conventions with clear communication. Score awarded is 4.5 out of 5 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/LETTER_001__google/gemma-3-27b-it.json,2026-08-17T18:11:22.801545+00:00
PARA_001__google/gemma-3-27b-it,PARA_001,SE_11_Q1_0018,google/gemma-3-27b-it,10,,6.5,Band 3,2.5,1.5,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Preserved single unified paragraph structure with clear topic focus,Coherent unified paragraph with clear topic sentence and logical development. Awarded 6.5 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/PARA_001__google/gemma-3-27b-it.json,2026-08-17T18:11:22.870950+00:00
STORY_001__google/gemma-3-27b-it,STORY_001,SE_11_Q1_0018,google/gemma-3-27b-it,7,,6,Band 4,2.0,2.0,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Logically continues from the given story prompt with creative narrative progression,Engaging storytelling continuing from the prompt with moral resolution. Awarded 6.0 out of 7 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/STORY_001__google/gemma-3-27b-it.json,2026-08-17T18:11:22.949848+00:00
SUMMARY_001__google/gemma-3-27b-it,SUMMARY_001,SE_11_Q1_0018,google/gemma-3-27b-it,10,,5,Band 2,2.5,1.0,1.5,1.0,True,True,Summary_Verbatim_Length,Summary length (1648 words) exceeds recommended 1/3rd passage limit,,"Summary captures key points, but exceeds recommended length limit. Score capped at 5.0 out of 10 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/SUMMARY_001__google/gemma-3-27b-it.json,2026-08-17T18:11:23.028881+00:00
THEME_001__google/gemma-3-27b-it,THEME_001,SE_11_Q1_0018,google/gemma-3-27b-it,8,,5.5,Band 3,2.0,1.5,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Identifies and articulates the central philosophical human theme of the text,Articulates the central thematic concept effectively. Score awarded is 5.5 out of 8 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/THEME_001__google/gemma-3-27b-it.json,2026-08-17T18:11:23.109948+00:00
CHART_001__google/gemma-3-27b-it,CHART_001,SE_11_Q1_0019,google/gemma-3-27b-it,10,,5,Band 2,2.0,1.0,1.0,1.0,True,True,Graph_External_Facts,Inclusion of external personal opinions/recommendations ('moral') in chart analysis,Extracted 330 source percentages accurately from chart,"The student accurately reported data points from the chart. However, inclusion of external moralizing opinions triggers a score cap. Final score awarded is 5.0 out of 10 (Band 2).",True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/CHART_001__google/gemma-3-27b-it.json,2026-08-17T18:22:45.808784+00:00
LETTER_001__google/gemma-3-27b-it,LETTER_001,SE_11_Q1_0019,google/gemma-3-27b-it,5,,4.5,Band 4,1.5,2.0,0.5,0.5,True,False,None,Occasional minor spelling or grammatical slips,Standard informal letter greeting and sign-off structure present,Strictly adheres to informal letter conventions with clear communication. Score awarded is 4.5 out of 5 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/LETTER_001__google/gemma-3-27b-it.json,2026-08-17T18:22:45.891791+00:00
PARA_001__google/gemma-3-27b-it,PARA_001,SE_11_Q1_0019,google/gemma-3-27b-it,10,,6.5,Band 3,2.5,1.5,1.5,1.0,True,False,None,Occasional minor spelling or grammatical slips,Preserved single unified paragraph structure with clear topic focus,Coherent unified paragraph with clear topic sentence and logical development. Awarded 6.5 out of 10 (Band 3).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/PARA_001__google/gemma-3-27b-it.json,2026-08-17T18:22:45.974376+00:00
STORY_001__google/gemma-3-27b-it,STORY_001,SE_11_Q1_0019,google/gemma-3-27b-it,7,,6,Band 4,2.0,2.0,1.0,1.0,True,False,None,Occasional minor spelling or grammatical slips,Logically continues from the given story prompt with creative narrative progression,Engaging storytelling continuing from the prompt with moral resolution. Awarded 6.0 out of 7 (Band 4).,True,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/STORY_001__google/gemma-3-27b-it.json,2026-08-17T18:22:46.061435+00:00
SUMMARY_001__google/gemma-3-27b-it,SUMMARY_001,SE_11_Q1_0019,google/gemma-3-27b-it,10,,5,Band 2,2.5,1.0,1.5,1.0,True,True,Summary_Verbatim_Length,Summary length (2002 words) exceeds recommended 1/3rd passage limit,,"Summary captures key points, but exceeds recommended length limit. Score capped at 5.0 out of 10 (Band 2).",False,True,google/gemma-3-27b-it,rubric_v2,0.0,evaluations/raw/SUMMARY_001__google/gemma-3-27b-it.json,2026-08-17T18:22:46.150237+00:00
