task_id,script_id,question_no,question_type,ground_truth_word_count,stage1_cold_ocr_cer,stage1_cold_ocr_wer,stage3_reference_primed_cer,stage3_reference_primed_wer,stage4_adjudicated_ocr_cer,stage4_adjudicated_ocr_wer,wer_reduction_stage1_to_stage4_pct,stage1_transcription_preview,stage4_transcription_preview,ground_truth_preview
PARA_001,SE_11_Q1_0012,7,Paragraph,201,5.2865,6.6866,5.2865,6.6866,5.2865,6.6866,0.0,"Answelc to #6e Questiom No; 01 (A) 4ij displaae live oulsilc #lu {:l ""{m 21 b) o...","Answelc to #6e Questiom No; 01 (A) 4ij displaae live oulsilc #lu {:l ""{m 21 b) o...","Artificial Intelligence

Artificial Intelligence mostly known as AI
is a modern ..."
STORY_001,SE_11_Q1_0012,9,Story,170,7.37,7.9353,7.37,7.9294,7.37,7.9294,0.07,"Answelc to #6e Questiom No; 01 (A) 4ij displaae live oulsilc #lu {:l ""{m 21 b) o...","Answelc to #6e Questiom No; 01 (A) 4ij displaae live oulsilc #lu {:l ""{m 21 b) o...","Size doesn't Matter

Once a lion was sleeping in a forrest.
Suddenly a mouse cam..."
SUMMARY_001,SE_11_Q1_0012,3,Summary,61,21.2993,22.1967,21.2993,22.1967,21.2993,22.1967,0.0,"Answelc to #6e Questiom No; 01 (A) 4ij displaae live oulsilc #lu {:l ""{m 21 b) o...","Answelc to #6e Questiom No; 01 (A) 4ij displaae live oulsilc #lu {:l ""{m 21 b) o...","In the poem Hope is compared with
bird. Bird alaways flys here and
there. In the..."
THEME_001,SE_11_Q1_0012,11,Theme,48,27.3222,28.2292,27.3222,28.2292,27.3222,28.2292,0.0,"Answelc to #6e Questiom No; 01 (A) 4ij displaae live oulsilc #lu {:l ""{m 21 b) o...","Answelc to #6e Questiom No; 01 (A) 4ij displaae live oulsilc #lu {:l ""{m 21 b) o...","There are two kind of dream. one which
we see while we sleep and another
because..."
CHART_001,SE_11_Q1_0013,8,Graph_Chart,129,11.9403,16.1705,11.9403,16.155,11.9403,16.155,0.1,"Ans 1o 44 e ques-Iion no 1(A) a,(ii) beiwg disphee d livcs ou-side 4ue cowtny bs...","Ans 1o 44 e ques-Iion no 1(A) a,(ii) beiwg disphee d livcs ou-side 4ue cowtny bs...","The sources of the USA electricity
in 1980

In the given pie-charet we can see t..."
LETTER_001,SE_11_Q1_0013,10,Letter_Email,155,10.1862,13.4581,10.1862,13.4452,10.1862,13.4452,0.1,"Ans 1o 44 e ques-Iion no 1(A) a,(ii) beiwg disphee d livcs ou-side 4ue cowtny bs...","Ans 1o 44 e ques-Iion no 1(A) a,(ii) beiwg disphee d livcs ou-side 4ue cowtny bs...","Jatrabari, Dhaka-1204
27-06-2026
Dear Saiful,
At the beggining of the letter tak..."
PARA_001,SE_11_Q1_0013,7,Paragraph,201,7.4101,10.3383,7.4101,10.3383,7.4101,10.3383,0.0,"Ans 1o 44 e ques-Iion no 1(A) a,(ii) beiwg disphee d livcs ou-side 4ue cowtny bs...","Ans 1o 44 e ques-Iion no 1(A) a,(ii) beiwg disphee d livcs ou-side 4ue cowtny bs...","Artificial Intelligence

Artificial Intelligence mostly known as AI
is a modern ..."
STORY_001,SE_11_Q1_0013,9,Story,170,10.2696,12.2235,10.2684,12.2176,10.2684,12.2176,0.05,"Ans 1o 44 e ques-Iion no 1(A) a,(ii) beiwg disphee d livcs ou-side 4ue cowtny bs...","Ans 1o 44 e ques-Iion no 1(A) a,(ii) beiwg disphee d livcs ou-side 4ue cowtny bs...","Size doesn't Matter

Once a lion was sleeping in a forrest.
Suddenly a mouse cam..."
SUMMARY_001,SE_11_Q1_0013,3,Summary,61,29.3355,34.2623,29.3355,34.2459,29.3355,34.2459,0.05,"Ans 1o 44 e ques-Iion no 1(A) a,(ii) beiwg disphee d livcs ou-side 4ue cowtny bs...","Ans 1o 44 e ques-Iion no 1(A) a,(ii) beiwg disphee d livcs ou-side 4ue cowtny bs...","In the poem Hope is compared with
bird. Bird alaways flys here and
there. In the..."
THEME_001,SE_11_Q1_0013,11,Theme,48,37.5565,43.5625,37.5565,43.5625,37.5565,43.5625,0.0,"Ans 1o 44 e ques-Iion no 1(A) a,(ii) beiwg disphee d livcs ou-side 4ue cowtny bs...","Ans 1o 44 e ques-Iion no 1(A) a,(ii) beiwg disphee d livcs ou-side 4ue cowtny bs...","There are two kind of dream. one which
we see while we sleep and another
because..."
CHART_001,SE_11_Q1_0014,8,Graph_Chart,129,8.6667,10.8915,8.6667,10.876,8.6667,10.876,0.14,"Answer No. 4 0 6 Nyow 3 02 9. Arb;Jiaal Indellliqence 6aw, 34 2;n k;4 kind 60 3 ...","Answer No. 4 0 6 Nyow 3 02 9. Arb;Jiaal Indellliqence 6aw, 34 2;n k;4 kind 60 3 ...","The sources of the USA electricity
in 1980

In the given pie-charet we can see t..."
LETTER_001,SE_11_Q1_0014,10,Letter_Email,155,7.3866,9.071,7.3854,9.0645,7.3854,9.0645,0.07,"Answer No. 4 0 6 Nyow 3 02 9. Arb;Jiaal Indellliqence 6aw, 34 2;n k;4 kind 60 3 ...","Answer No. 4 0 6 Nyow 3 02 9. Arb;Jiaal Indellliqence 6aw, 34 2;n k;4 kind 60 3 ...","Jatrabari, Dhaka-1204
27-06-2026
Dear Saiful,
At the beggining of the letter tak..."
PARA_001,SE_11_Q1_0014,7,Paragraph,201,5.3336,6.9652,5.3327,6.9602,5.3327,6.9602,0.07,"Answer No. 4 0 6 Nyow 3 02 9. Arb;Jiaal Indellliqence 6aw, 34 2;n k;4 kind 60 3 ...","Answer No. 4 0 6 Nyow 3 02 9. Arb;Jiaal Indellliqence 6aw, 34 2;n k;4 kind 60 3 ...","Artificial Intelligence

Artificial Intelligence mostly known as AI
is a modern ..."
STORY_001,SE_11_Q1_0014,9,Story,170,7.4414,8.2,7.4414,8.1882,7.4414,8.1882,0.14,"Answer No. 4 0 6 Nyow 3 02 9. Arb;Jiaal Indellliqence 6aw, 34 2;n k;4 kind 60 3 ...","Answer No. 4 0 6 Nyow 3 02 9. Arb;Jiaal Indellliqence 6aw, 34 2;n k;4 kind 60 3 ...","Size doesn't Matter

Once a lion was sleeping in a forrest.
Suddenly a mouse cam..."
SUMMARY_001,SE_11_Q1_0014,3,Summary,61,21.4803,23.1148,21.477,23.082,21.477,23.082,0.14,"Answer No. 4 0 6 Nyow 3 02 9. Arb;Jiaal Indellliqence 6aw, 34 2;n k;4 kind 60 3 ...","Answer No. 4 0 6 Nyow 3 02 9. Arb;Jiaal Indellliqence 6aw, 34 2;n k;4 kind 60 3 ...","In the poem Hope is compared with
bird. Bird alaways flys here and
there. In the..."
THEME_001,SE_11_Q1_0014,11,Theme,48,27.5397,29.3333,27.5397,29.3333,27.5397,29.3333,0.0,"Answer No. 4 0 6 Nyow 3 02 9. Arb;Jiaal Indellliqence 6aw, 34 2;n k;4 kind 60 3 ...","Answer No. 4 0 6 Nyow 3 02 9. Arb;Jiaal Indellliqence 6aw, 34 2;n k;4 kind 60 3 ...","There are two kind of dream. one which
we see while we sleep and another
because..."
CHART_001,SE_11_Q1_0015,8,Graph_Chart,129,8.0056,9.5504,8.0056,9.5504,8.0056,9.5504,0.0,4-e Jve poxg hope Tle pe Kshows =thal ~he hope i alive in Xhe hommnhesr. The po+...,4-e Jve poxg hope Tle pe Kshows =thal ~he hope i alive in Xhe hommnhesr. The po+...,"The sources of the USA electricity
in 1980

In the given pie-charet we can see t..."
LETTER_001,SE_11_Q1_0015,10,Letter_Email,155,6.8258,7.9742,6.8258,7.9742,6.8258,7.9742,0.0,4-e Jve poxg hope Tle pe Kshows =thal ~he hope i alive in Xhe hommnhesr. The po+...,4-e Jve poxg hope Tle pe Kshows =thal ~he hope i alive in Xhe hommnhesr. The po+...,"Jatrabari, Dhaka-1204
27-06-2026
Dear Saiful,
At the beggining of the letter tak..."
PARA_001,SE_11_Q1_0015,7,Paragraph,201,4.9324,6.1244,4.9324,6.1244,4.9324,6.1244,0.0,4-e Jve poxg hope Tle pe Kshows =thal ~he hope i alive in Xhe hommnhesr. The po+...,4-e Jve poxg hope Tle pe Kshows =thal ~he hope i alive in Xhe hommnhesr. The po+...,"Artificial Intelligence

Artificial Intelligence mostly known as AI
is a modern ..."
STORY_001,SE_11_Q1_0015,9,Story,170,6.8706,7.2294,6.8706,7.2294,6.8706,7.2294,0.0,4-e Jve poxg hope Tle pe Kshows =thal ~he hope i alive in Xhe hommnhesr. The po+...,4-e Jve poxg hope Tle pe Kshows =thal ~he hope i alive in Xhe hommnhesr. The po+...,"Size doesn't Matter

Once a lion was sleeping in a forrest.
Suddenly a mouse cam..."
SUMMARY_001,SE_11_Q1_0015,3,Summary,61,19.9013,20.2787,19.9013,20.2787,19.9013,20.2787,0.0,4-e Jve poxg hope Tle pe Kshows =thal ~he hope i alive in Xhe hommnhesr. The po+...,4-e Jve poxg hope Tle pe Kshows =thal ~he hope i alive in Xhe hommnhesr. The po+...,"In the poem Hope is compared with
bird. Bird alaways flys here and
there. In the..."
THEME_001,SE_11_Q1_0015,11,Theme,48,25.5272,25.8333,25.5272,25.8333,25.5272,25.8333,0.0,4-e Jve poxg hope Tle pe Kshows =thal ~he hope i alive in Xhe hommnhesr. The po+...,4-e Jve poxg hope Tle pe Kshows =thal ~he hope i alive in Xhe hommnhesr. The po+...,"There are two kind of dream. one which
we see while we sleep and another
because..."
CHART_001,SE_11_Q1_0016,8,Graph_Chart,129,9.9847,12.3101,9.9819,12.2713,9.9819,12.2713,0.31,"Ans; !o Ahe 9 Vo:1(0} occd livcs owsidc 4ke @n-try: 0) ii. displ oa:..; J0i, 6) ...","Ans; !o Ahe 9 Vo:1(0} occd livcs owsidc 4ke @n-try: 0) ii. displ oa:..; J0i, 6) ...","The sources of the USA electricity
in 1980

In the given pie-charet we can see t..."
LETTER_001,SE_11_Q1_0016,10,Letter_Email,155,8.506,10.2323,8.5036,10.2129,8.5036,10.2129,0.19,"Ans; !o Ahe 9 Vo:1(0} occd livcs owsidc 4ke @n-try: 0) ii. displ oa:..; J0i, 6) ...","Ans; !o Ahe 9 Vo:1(0} occd livcs owsidc 4ke @n-try: 0) ii. displ oa:..; J0i, 6) ...","Jatrabari, Dhaka-1204
27-06-2026
Dear Saiful,
At the beggining of the letter tak..."
PARA_001,SE_11_Q1_0016,7,Paragraph,201,6.1753,7.8806,6.1744,7.8806,6.1744,7.8806,0.0,"Ans; !o Ahe 9 Vo:1(0} occd livcs owsidc 4ke @n-try: 0) ii. displ oa:..; J0i, 6) ...","Ans; !o Ahe 9 Vo:1(0} occd livcs owsidc 4ke @n-try: 0) ii. displ oa:..; J0i, 6) ...","Artificial Intelligence

Artificial Intelligence mostly known as AI
is a modern ..."
STORY_001,SE_11_Q1_0016,9,Story,170,8.5901,9.3353,8.5865,9.3,8.5865,9.3,0.38,"Ans; !o Ahe 9 Vo:1(0} occd livcs owsidc 4ke @n-try: 0) ii. displ oa:..; J0i, 6) ...","Ans; !o Ahe 9 Vo:1(0} occd livcs owsidc 4ke @n-try: 0) ii. displ oa:..; J0i, 6) ...","Size doesn't Matter

Once a lion was sleeping in a forrest.
Suddenly a mouse cam..."
SUMMARY_001,SE_11_Q1_0016,3,Summary,61,24.6217,26.0492,24.6217,25.9836,24.6217,25.9836,0.25,"Ans; !o Ahe 9 Vo:1(0} occd livcs owsidc 4ke @n-try: 0) ii. displ oa:..; J0i, 6) ...","Ans; !o Ahe 9 Vo:1(0} occd livcs owsidc 4ke @n-try: 0) ii. displ oa:..; J0i, 6) ...","In the poem Hope is compared with
bird. Bird alaways flys here and
there. In the..."
THEME_001,SE_11_Q1_0016,11,Theme,48,31.5439,33.1875,31.5439,33.1875,31.5439,33.1875,0.0,"Ans; !o Ahe 9 Vo:1(0} occd livcs owsidc 4ke @n-try: 0) ii. displ oa:..; J0i, 6) ...","Ans; !o Ahe 9 Vo:1(0} occd livcs owsidc 4ke @n-try: 0) ii. displ oa:..; J0i, 6) ...","There are two kind of dream. one which
we see while we sleep and another
because..."
CHART_001,SE_11_Q1_0017,8,Graph_Chart,129,7.6958,10.0388,7.6958,10.031,7.6958,10.031,0.08,"Ans 4o4ho. Tues 'no out 01 Sehoo 61377 71 17 ""0m'. .'4 2 Beina margwahze ;cleo M...","Ans 4o4ho. Tues 'no out 01 Sehoo 61377 71 17 ""0m'. .'4 2 Beina margwahze ;cleo M...","The sources of the USA electricity
in 1980

In the given pie-charet we can see t..."
LETTER_001,SE_11_Q1_0017,10,Letter_Email,155,6.5752,8.3613,6.574,8.3484,6.574,8.3484,0.15,"Ans 4o4ho. Tues 'no out 01 Sehoo 61377 71 17 ""0m'. .'4 2 Beina margwahze ;cleo M...","Ans 4o4ho. Tues 'no out 01 Sehoo 61377 71 17 ""0m'. .'4 2 Beina margwahze ;cleo M...","Jatrabari, Dhaka-1204
27-06-2026
Dear Saiful,
At the beggining of the letter tak..."
PARA_001,SE_11_Q1_0017,7,Paragraph,201,4.7482,6.4328,4.7473,6.4328,4.7473,6.4328,0.0,"Ans 4o4ho. Tues 'no out 01 Sehoo 61377 71 17 ""0m'. .'4 2 Beina margwahze ;cleo M...","Ans 4o4ho. Tues 'no out 01 Sehoo 61377 71 17 ""0m'. .'4 2 Beina margwahze ;cleo M...","Artificial Intelligence

Artificial Intelligence mostly known as AI
is a modern ..."
STORY_001,SE_11_Q1_0017,9,Story,170,6.6131,7.6059,6.6131,7.6,6.6131,7.6,0.08,"Ans 4o4ho. Tues 'no out 01 Sehoo 61377 71 17 ""0m'. .'4 2 Beina margwahze ;cleo M...","Ans 4o4ho. Tues 'no out 01 Sehoo 61377 71 17 ""0m'. .'4 2 Beina margwahze ;cleo M...","Size doesn't Matter

Once a lion was sleeping in a forrest.
Suddenly a mouse cam..."
SUMMARY_001,SE_11_Q1_0017,3,Summary,61,19.1743,21.2951,19.1711,21.2787,19.1711,21.2787,0.08,"Ans 4o4ho. Tues 'no out 01 Sehoo 61377 71 17 ""0m'. .'4 2 Beina margwahze ;cleo M...","Ans 4o4ho. Tues 'no out 01 Sehoo 61377 71 17 ""0m'. .'4 2 Beina margwahze ;cleo M...","In the poem Hope is compared with
bird. Bird alaways flys here and
there. In the..."
THEME_001,SE_11_Q1_0017,11,Theme,48,24.5858,27.125,24.5858,27.125,24.5858,27.125,0.0,"Ans 4o4ho. Tues 'no out 01 Sehoo 61377 71 17 ""0m'. .'4 2 Beina margwahze ;cleo M...","Ans 4o4ho. Tues 'no out 01 Sehoo 61377 71 17 ""0m'. .'4 2 Beina margwahze ;cleo M...","There are two kind of dream. one which
we see while we sleep and another
because..."
CHART_001,SE_11_Q1_0018,8,Graph_Chart,129,10.2208,12.6434,10.2208,12.6434,10.2208,12.6434,0.0,Ans l Jhe que 7:01 1 A (a) ji. sellles JXL anolher 1 (6) 'ii' Yaing abjcels nn i...,Ans l Jhe que 7:01 1 A (a) ji. sellles JXL anolher 1 (6) 'ii' Yaing abjcels nn i...,"The sources of the USA electricity
in 1980

In the given pie-charet we can see t..."
LETTER_001,SE_11_Q1_0018,10,Letter_Email,155,8.7208,10.5419,8.7208,10.5419,8.7208,10.5419,0.0,Ans l Jhe que 7:01 1 A (a) ji. sellles JXL anolher 1 (6) 'ii' Yaing abjcels nn i...,Ans l Jhe que 7:01 1 A (a) ji. sellles JXL anolher 1 (6) 'ii' Yaing abjcels nn i...,"Jatrabari, Dhaka-1204
27-06-2026
Dear Saiful,
At the beggining of the letter tak..."
PARA_001,SE_11_Q1_0018,7,Paragraph,201,6.3238,8.0846,6.323,8.0846,6.323,8.0846,0.0,Ans l Jhe que 7:01 1 A (a) ji. sellles JXL anolher 1 (6) 'ii' Yaing abjcels nn i...,Ans l Jhe que 7:01 1 A (a) ji. sellles JXL anolher 1 (6) 'ii' Yaing abjcels nn i...,"Artificial Intelligence

Artificial Intelligence mostly known as AI
is a modern ..."
STORY_001,SE_11_Q1_0018,9,Story,170,8.7981,9.5882,8.7981,9.5765,8.7981,9.5765,0.12,Ans l Jhe que 7:01 1 A (a) ji. sellles JXL anolher 1 (6) 'ii' Yaing abjcels nn i...,Ans l Jhe que 7:01 1 A (a) ji. sellles JXL anolher 1 (6) 'ii' Yaing abjcels nn i...,"Size doesn't Matter

Once a lion was sleeping in a forrest.
Suddenly a mouse cam..."
SUMMARY_001,SE_11_Q1_0018,3,Summary,61,25.2336,26.8033,25.2336,26.7869,25.2336,26.7869,0.06,Ans l Jhe que 7:01 1 A (a) ji. sellles JXL anolher 1 (6) 'ii' Yaing abjcels nn i...,Ans l Jhe que 7:01 1 A (a) ji. sellles JXL anolher 1 (6) 'ii' Yaing abjcels nn i...,"In the poem Hope is compared with
bird. Bird alaways flys here and
there. In the..."
THEME_001,SE_11_Q1_0018,11,Theme,48,32.3347,34.125,32.3347,34.125,32.3347,34.125,0.0,Ans l Jhe que 7:01 1 A (a) ji. sellles JXL anolher 1 (6) 'ii' Yaing abjcels nn i...,Ans l Jhe que 7:01 1 A (a) ji. sellles JXL anolher 1 (6) 'ii' Yaing abjcels nn i...,"There are two kind of dream. one which
we see while we sleep and another
because..."
CHART_001,SE_11_Q1_0019,8,Graph_Chart,129,12.2111,15.3876,12.2111,15.3798,12.2111,15.3798,0.05,Ans 4o Jhc G: no: 2 iow chart show miseri es 0f diral {71 4desh when marni ed m ...,Ans 4o Jhc G: no: 2 iow chart show miseri es 0f diral {71 4desh when marni ed m ...,"The sources of the USA electricity
in 1980

In the given pie-charet we can see t..."
LETTER_001,SE_11_Q1_0019,10,Letter_Email,155,10.4141,12.7871,10.4129,12.7806,10.4129,12.7806,0.05,Ans 4o Jhc G: no: 2 iow chart show miseri es 0f diral {71 4desh when marni ed m ...,Ans 4o Jhc G: no: 2 iow chart show miseri es 0f diral {71 4desh when marni ed m ...,"Jatrabari, Dhaka-1204
27-06-2026
Dear Saiful,
At the beggining of the letter tak..."
PARA_001,SE_11_Q1_0019,7,Paragraph,201,7.581,9.8507,7.581,9.8507,7.581,9.8507,0.0,Ans 4o Jhc G: no: 2 iow chart show miseri es 0f diral {71 4desh when marni ed m ...,Ans 4o Jhc G: no: 2 iow chart show miseri es 0f diral {71 4desh when marni ed m ...,"Artificial Intelligence

Artificial Intelligence mostly known as AI
is a modern ..."
STORY_001,SE_11_Q1_0019,9,Story,170,10.5284,11.6353,10.5272,11.6294,10.5272,11.6294,0.05,Ans 4o Jhc G: no: 2 iow chart show miseri es 0f diral {71 4desh when marni ed m ...,Ans 4o Jhc G: no: 2 iow chart show miseri es 0f diral {71 4desh when marni ed m ...,"Size doesn't Matter

Once a lion was sleeping in a forrest.
Suddenly a mouse cam..."
SUMMARY_001,SE_11_Q1_0019,3,Summary,61,29.9803,32.5902,29.9803,32.5902,29.9803,32.5902,0.0,Ans 4o Jhc G: no: 2 iow chart show miseri es 0f diral {71 4desh when marni ed m ...,Ans 4o Jhc G: no: 2 iow chart show miseri es 0f diral {71 4desh when marni ed m ...,"In the poem Hope is compared with
bird. Bird alaways flys here and
there. In the..."
THEME_001,SE_11_Q1_0019,11,Theme,48,38.3808,41.5208,38.3808,41.5208,38.3808,41.5208,0.0,Ans 4o Jhc G: no: 2 iow chart show miseri es 0f diral {71 4desh when marni ed m ...,Ans 4o Jhc G: no: 2 iow chart show miseri es 0f diral {71 4desh when marni ed m ...,"There are two kind of dream. one which
we see while we sleep and another
because..."
CHART_001,SE_11_Q1_0020,8,Graph_Chart,129,9.7958,12.3643,9.7958,12.3566,9.7958,12.3566,0.06,"Angwerr to (ke Queslion No. i() iii. dispkxred arlside 6.fi Yii""{ '0 T blockadle...","Angwerr to (ke Queslion No. i() iii. dispkxred arlside 6.fi Yii""{ '0 T blockadle...","The sources of the USA electricity
in 1980

In the given pie-charet we can see t..."
LETTER_001,SE_11_Q1_0020,10,Letter_Email,155,8.3604,10.2774,8.3604,10.271,8.3604,10.271,0.06,"Angwerr to (ke Queslion No. i() iii. dispkxred arlside 6.fi Yii""{ '0 T blockadle...","Angwerr to (ke Queslion No. i() iii. dispkxred arlside 6.fi Yii""{ '0 T blockadle...","Jatrabari, Dhaka-1204
27-06-2026
Dear Saiful,
At the beggining of the letter tak..."
PARA_001,SE_11_Q1_0020,7,Paragraph,201,6.0596,7.8905,6.0587,7.8905,6.0587,7.8905,0.0,"Angwerr to (ke Queslion No. i() iii. dispkxred arlside 6.fi Yii""{ '0 T blockadle...","Angwerr to (ke Queslion No. i() iii. dispkxred arlside 6.fi Yii""{ '0 T blockadle...","Artificial Intelligence

Artificial Intelligence mostly known as AI
is a modern ..."
STORY_001,SE_11_Q1_0020,9,Story,170,8.4184,9.3235,8.4184,9.3176,8.4184,9.3176,0.06,"Angwerr to (ke Queslion No. i() iii. dispkxred arlside 6.fi Yii""{ '0 T blockadle...","Angwerr to (ke Queslion No. i() iii. dispkxred arlside 6.fi Yii""{ '0 T blockadle...","Size doesn't Matter

Once a lion was sleeping in a forrest.
Suddenly a mouse cam..."
SUMMARY_001,SE_11_Q1_0020,3,Summary,61,24.1941,26.1311,24.1941,26.1148,24.1941,26.1148,0.06,"Angwerr to (ke Queslion No. i() iii. dispkxred arlside 6.fi Yii""{ '0 T blockadle...","Angwerr to (ke Queslion No. i() iii. dispkxred arlside 6.fi Yii""{ '0 T blockadle...","In the poem Hope is compared with
bird. Bird alaways flys here and
there. In the..."
THEME_001,SE_11_Q1_0020,11,Theme,48,31.0,33.3125,31.0,33.3125,31.0,33.3125,0.0,"Angwerr to (ke Queslion No. i() iii. dispkxred arlside 6.fi Yii""{ '0 T blockadle...","Angwerr to (ke Queslion No. i() iii. dispkxred arlside 6.fi Yii""{ '0 T blockadle...","There are two kind of dream. one which
we see while we sleep and another
because..."
CHART_001,SE_11_Q1_0021,8,Graph_Chart,129,8.3667,10.6512,8.3667,10.6512,8.3667,10.6512,0.0,Ano ~e cO) Md (A) Iu) d1 plaeed liv e) outusicke ~o_ covmrtra: Ayina obyccta 'V0...,Ano ~e cO) Md (A) Iu) d1 plaeed liv e) outusicke ~o_ covmrtra: Ayina obyccta 'V0...,"The sources of the USA electricity
in 1980

In the given pie-charet we can see t..."
LETTER_001,SE_11_Q1_0021,10,Letter_Email,155,7.1325,8.8516,7.1325,8.8516,7.1325,8.8516,0.0,Ano ~e cO) Md (A) Iu) d1 plaeed liv e) outusicke ~o_ covmrtra: Ayina obyccta 'V0...,Ano ~e cO) Md (A) Iu) d1 plaeed liv e) outusicke ~o_ covmrtra: Ayina obyccta 'V0...,"Jatrabari, Dhaka-1204
27-06-2026
Dear Saiful,
At the beggining of the letter tak..."
PARA_001,SE_11_Q1_0021,7,Paragraph,201,5.1779,6.8308,5.1779,6.8308,5.1779,6.8308,0.0,Ano ~e cO) Md (A) Iu) d1 plaeed liv e) outusicke ~o_ covmrtra: Ayina obyccta 'V0...,Ano ~e cO) Md (A) Iu) d1 plaeed liv e) outusicke ~o_ covmrtra: Ayina obyccta 'V0...,"Artificial Intelligence

Artificial Intelligence mostly known as AI
is a modern ..."
STORY_001,SE_11_Q1_0021,9,Story,170,7.1983,8.0471,7.1983,8.0471,7.1983,8.0471,0.0,Ano ~e cO) Md (A) Iu) d1 plaeed liv e) outusicke ~o_ covmrtra: Ayina obyccta 'V0...,Ano ~e cO) Md (A) Iu) d1 plaeed liv e) outusicke ~o_ covmrtra: Ayina obyccta 'V0...,"Size doesn't Matter

Once a lion was sleeping in a forrest.
Suddenly a mouse cam..."
SUMMARY_001,SE_11_Q1_0021,3,Summary,61,20.7632,22.5574,20.7632,22.5574,20.7632,22.5574,0.0,Ano ~e cO) Md (A) Iu) d1 plaeed liv e) outusicke ~o_ covmrtra: Ayina obyccta 'V0...,Ano ~e cO) Md (A) Iu) d1 plaeed liv e) outusicke ~o_ covmrtra: Ayina obyccta 'V0...,"In the poem Hope is compared with
bird. Bird alaways flys here and
there. In the..."
THEME_001,SE_11_Q1_0021,11,Theme,48,26.6234,28.7292,26.6234,28.7292,26.6234,28.7292,0.0,Ano ~e cO) Md (A) Iu) d1 plaeed liv e) outusicke ~o_ covmrtra: Ayina obyccta 'V0...,Ano ~e cO) Md (A) Iu) d1 plaeed liv e) outusicke ~o_ covmrtra: Ayina obyccta 'V0...,"There are two kind of dream. one which
we see while we sleep and another
because..."
CHART_001,SE_11_Q1_0022,8,Graph_Chart,129,11.7333,15.5814,11.7333,15.5659,11.7333,15.5659,0.1,"w Ann to Se uenlion No: 1 A ~17 '1 othe iven n (a) (W) dieglaced 4,*:;1 ft 7 (6)...","w Ann to Se uenlion No: 1 A ~17 '1 othe iven n (a) (W) dieglaced 4,*:;1 ft 7 (6)...","The sources of the USA electricity
in 1980

In the given pie-charet we can see t..."
LETTER_001,SE_11_Q1_0022,10,Letter_Email,155,10.0167,12.9548,10.0167,12.9419,10.0167,12.9419,0.1,"w Ann to Se uenlion No: 1 A ~17 '1 othe iven n (a) (W) dieglaced 4,*:;1 ft 7 (6)...","w Ann to Se uenlion No: 1 A ~17 '1 othe iven n (a) (W) dieglaced 4,*:;1 ft 7 (6)...","Jatrabari, Dhaka-1204
27-06-2026
Dear Saiful,
At the beggining of the letter tak..."
PARA_001,SE_11_Q1_0022,7,Paragraph,201,7.2874,10.0,7.2847,10.0,7.2847,10.0,0.0,"w Ann to Se uenlion No: 1 A ~17 '1 othe iven n (a) (W) dieglaced 4,*:;1 ft 7 (6)...","w Ann to Se uenlion No: 1 A ~17 '1 othe iven n (a) (W) dieglaced 4,*:;1 ft 7 (6)...","Artificial Intelligence

Artificial Intelligence mostly known as AI
is a modern ..."
STORY_001,SE_11_Q1_0022,9,Story,170,10.0979,11.7588,10.0967,11.7471,10.0967,11.7471,0.1,"w Ann to Se uenlion No: 1 A ~17 '1 othe iven n (a) (W) dieglaced 4,*:;1 ft 7 (6)...","w Ann to Se uenlion No: 1 A ~17 '1 othe iven n (a) (W) dieglaced 4,*:;1 ft 7 (6)...","Size doesn't Matter

Once a lion was sleeping in a forrest.
Suddenly a mouse cam..."
SUMMARY_001,SE_11_Q1_0022,3,Summary,61,28.8158,33.0328,28.8158,33.0328,28.8158,33.0328,0.0,"w Ann to Se uenlion No: 1 A ~17 '1 othe iven n (a) (W) dieglaced 4,*:;1 ft 7 (6)...","w Ann to Se uenlion No: 1 A ~17 '1 othe iven n (a) (W) dieglaced 4,*:;1 ft 7 (6)...","In the poem Hope is compared with
bird. Bird alaways flys here and
there. In the..."
THEME_001,SE_11_Q1_0022,11,Theme,48,36.8745,42.1458,36.8745,42.1458,36.8745,42.1458,0.0,"w Ann to Se uenlion No: 1 A ~17 '1 othe iven n (a) (W) dieglaced 4,*:;1 ft 7 (6)...","w Ann to Se uenlion No: 1 A ~17 '1 othe iven n (a) (W) dieglaced 4,*:;1 ft 7 (6)...","There are two kind of dream. one which
we see while we sleep and another
because..."
CHART_001,SE_11_Q1_0023,8,Graph_Chart,129,10.4083,13.5969,10.4083,13.5969,10.4083,13.5969,0.0,Ans Jo Ihe 9u ction ~o! g (A) Mi iic beln9 disepced Iive} ou-tsile Jhc oun tn} A...,Ans Jo Ihe 9u ction ~o! g (A) Mi iic beln9 disepced Iive} ou-tsile Jhc oun tn} A...,"The sources of the USA electricity
in 1980

In the given pie-charet we can see t..."
LETTER_001,SE_11_Q1_0023,10,Letter_Email,155,8.864,11.3032,8.864,11.2968,8.864,11.2968,0.06,Ans Jo Ihe 9u ction ~o! g (A) Mi iic beln9 disepced Iive} ou-tsile Jhc oun tn} A...,Ans Jo Ihe 9u ction ~o! g (A) Mi iic beln9 disepced Iive} ou-tsile Jhc oun tn} A...,"Jatrabari, Dhaka-1204
27-06-2026
Dear Saiful,
At the beggining of the letter tak..."
