"task_id","exam_set","script_id","question_no","question_type","max_mark","model","provider","run_index","raw_context_content_data","raw_structure_format_brevity","raw_language_mechanics","raw_originality_comparisons_paraphrase","raw_total","context_content_data","structure_format_brevity","language_mechanics","originality_comparisons_paraphrase","total_score","capped_from","cap_applied","applied_cap_reason","performance_band","is_attempted","synthesised","context_content_data_rationale","structure_format_brevity_rationale","language_mechanics_rationale","originality_comparisons_paraphrase_rationale","context_content_data_evidence","structure_format_brevity_evidence","language_mechanics_evidence","originality_comparisons_paraphrase_evidence","evidence_not_found","frequent_errors","positive_aspects","feedback_summary","model_version","thinking_level","rubric_hash","prompt_hash","timestamp"
"REARR_010","SE_06_Q1","SE_06_Q1_0010","9","Rearrange","8","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 2","True","False","The student correctly positioned 4 out of 8 items: Slot 1 (b), Slot 2 (a), Slot 3 (d), and Slot 8 (g). Slot 4 was omitted, and Slots 5, 6, and 7 were incorrectly sequenced.","This is an item-scored question; no marks are awarded for structure.","This is an item-scored question; no marks are awarded for language mechanics.","This is an item-scored question; no marks are awarded for originality.","1. b
2. a
3. d
4. 
5. f
6. e
7. a
8. g","","","","","Incorrect sequencing in the middle of the narrative;Omission of item 4","Accurate identification of the story's beginning;Correct identification of the story's conclusion","The student correctly identified the positions for items 1 (b), 2 (a), 3 (d), and 8 (g). Item 4 was left blank, and items 5, 6, and 7 were placed in the wrong positions. Total score: 4/8.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","e648357c586a849738221481bca406e90a07077ac5b46811e5ef841243e109d8","2026-09-17T04:45:54.067401+00:00"
"REARR_011","SE_06_Q1","SE_06_Q1_0011","9","Rearrange","8","gemma","ai_studio","0","1","0","0","0","1","1","0","0","0","1","1","False","None","Band 1","True","False","The student was awarded 1 mark for correctly placing sentence 'b' in the first position. All other sentences (2-8) were placed in incorrect positions relative to the answer key: 2(e instead of a), 3(a instead of d), 4(d instead of f), 5(f instead of c), 6(c instead of h), 7(g instead of e), 8(h instead of g).","This is an item-scored question; this criterion is always 0.","This is an item-scored question; this criterion is always 0.","This is an item-scored question; this criterion is always 0.","1. b","","","","","Incorrect sequential ordering of narrative events","Correct identification of the introductory sentence","The student correctly positioned the first item (1.b) but failed to correctly sequence the remaining seven items. Item 1 is right; items 2, 3, 4, 5, 6, 7, and 8 are wrong.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","af8105ff286ba1fb02918e63aa9491707a40cd9e66dfd58d1808970aa7e89a28","2026-09-17T04:44:10.192108+00:00"
"REARR_012","SE_06_Q1","SE_06_Q1_0012","9","Rearrange","8","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 3","True","False","The student correctly positioned five items (1:b, 2:a, 3:d, 4:f, 5:c) according to the key. Items in positions 6, 7, and 8 are incorrect.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","1. b
2. a
3. d
4.  f
5. c","","","","","Positional errors in slots 6, 7, and 8","Correct sequencing of the first five items","Items 1 (b), 2 (a), 3 (d), 4 (f), and 5 (c) were marked correct. Items 6 (b instead of h), 7 (g instead of e), and 8 (a instead of g) were marked wrong.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","c0c97ce4663504fbb5f74a5570f203ea8053da01ad16c852e103dd4d24af601b","2026-09-17T04:48:25.523997+00:00"
"REARR_013","SE_06_Q1","SE_06_Q1_0013","9","Rearrange","8","gemma","ai_studio","0","2","0","0","0","2","2","0","0","0","2","2","False","None","Band 1","True","False","The student correctly placed items 'b' in position 1 and 'a' in position 2. All other items (c, d, e, f, g, h) were placed in positions that do not match the answer key (Position 3: c instead of d; Position 4: d instead of f; Position 5: e instead of c; Position 6: f instead of h; Position 7: g instead of e; Position 8: h instead of g).","Item-scored questions are always 0 for this criterion.","Item-scored questions are always 0 for this criterion.","Item-scored questions are always 0 for this criterion.","b. Once Hazrat Bayzid Bustami came home to see his ailing mothen.
a. ","","","","","Incorrect sequencing of narrative events","Correctly identified the opening sequence","Items 1 (b) and 2 (a) were correctly positioned. Items 3, 4, 5, 6, 7, and 8 were incorrectly positioned. The student failed to follow the narrative logic of the story, instead listing the items in a nearly alphabetical sequence.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","5cd0123beecd60f7a6ecc5f96ad773b78555818775dd4695a06da1f323400a07","2026-09-17T05:00:17.949568+00:00"
"REARR_014","SE_06_Q1","SE_06_Q1_0014","9","Rearrange","8","gemma","ai_studio","0","7","0","0","0","7","7","0","0","0","7","7","False","None","Band 4","True","False","The student correctly positioned 7 out of 8 sentences according to the answer key. Positions 1(b), 2(a), 3(d), 4(f), 5(c), 7(e), and 8(g) are correct. Position 6 is incorrect as the student wrote 'g' instead of 'h'.","Item-scored question; this criterion is always 0.","Item-scored question; this criterion is always 0.","Item-scored question; this criterion is always 0.","1. b
2. a
3. d
4. f
5. c
6. g
7. e
8. g","","","","","Sequencing error at position 6","Near-perfect reconstruction of the narrative sequence","The student correctly ordered 7 out of 8 items. Items 1(b), 2(a), 3(d), 4(f), 5(c), 7(e), and 8(g) match the key. Item 6 was incorrect ('g' was provided instead of 'h').","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","3cb83a1c2f48a9cb1b3df44a8d5e06fdca0dba5f1eee7b8724221048550ff815","2026-09-17T04:54:43.553084+00:00"
"REARR_015","SE_06_Q1","SE_06_Q1_0015","9","Rearrange","8","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 2","True","False","Comparing the student's sequence to the key: 1. b (Correct), 2. a (Correct), 3. d (Correct), 4. e (Incorrect, key is f), 5. f (Incorrect, key is c), 6. e (Incorrect, key is h), 7. h (Incorrect, key is e), 8. g (Correct). Total = 4 marks.","Criterion fixed at 0 for item-scored tasks.","Criterion fixed at 0 for item-scored tasks.","Criterion fixed at 0 for item-scored tasks.","1. b
2. a
3. d
4. e
5. f
6. e
7. h
8. g","","","","","Missequencing of the narrative progression in the middle of the story (items 4-7)","Correctly identified the introduction and the resolution of the story","The student correctly positioned 4 items (1, 2, 3, and 8) and incorrectly positioned 4 items (4, 5, 6, and 7).","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","55ea4dae9247973ca2ae89abcde6651e875bf55a54977823fc4c960dab5c66ee","2026-09-17T05:00:00.356686+00:00"
"REARR_016","SE_06_Q1","SE_06_Q1_0016","9","Rearrange","8","gemma","ai_studio","0","7","0","0","0","7","7","0","0","0","7","7","False","None","Band 4","True","False","Items 1(b), 2(a), 3(d), 4(f), 6(h), 7(e), and 8(g) are in the correct positions. Item 5 is incorrect ('e' instead of 'c').","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","1. b
2. a
3. d
4. f
5. e
6. h
7. e
8. g","","","","","Sequence error at position 5","Accurate placement of 7 out of 8 sentences","The student correctly positioned 7 out of 8 sentences. Items 1, 2, 3, 4, 6, 7, and 8 match the answer key. Item 5 was marked incorrect as the student provided 'e' instead of 'c'.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","095fe3fc5ebde352070fe8ebbb4b0d9ff09cdd16205f92e2a1887f86d9ee05cd","2026-09-17T04:59:23.367861+00:00"
"REARR_017","SE_06_Q1","SE_06_Q1_0017","9","Rearrange","8","gemma","ai_studio","0","8","0","0","0","8","8","0","0","0","8","8","False","None","Band 4","True","False","The student placed every sentence in the exact sequence required by the answer key. Items 1(b), 2(a), 3(d), 4(f), 5(c), 6(h), 7(e), and 8(g) are all correct.","This is an item-scored question; this criterion is always 0.","This is an item-scored question; this criterion is always 0.","This is an item-scored question; this criterion is always 0.","1. b 2. a 3. d 4. f 5. c 6. h 7. e 8. g","","","","context_content_data","","Perfect sequence identification","The student achieved a perfect score. All eight items were placed in the correct position according to the answer key: 1.b, 2.a, 3.d, 4.f, 5.c, 6.h, 7.e, 8.g.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","d236e443b3c5d0e6d21d2286534c9295e66e938b3ede5fc6099d4e5c5a8019bb","2026-09-17T05:10:28.939385+00:00"
"REARR_018","SE_06_Q1","SE_06_Q1_0018","9","Rearrange","8","gemma","ai_studio","0","2","0","0","0","2","2","0","0","0","2","2","False","None","Band 1","True","False","The response is marked position-by-position against the key (b, a, d, f, c, h, e, g). Position 1 is correct (Sentence b). Positions 2, 3, 4, 5, 6, and 8 are incorrect. Position 7 is correct (Sentence e).","Criterion not applicable for item-scored questions.","Criterion not applicable for item-scored questions.","Criterion not applicable for item-scored questions.","Once Hazrat Bayazid Bastami came home to see his ailing mother, ... she woke up some hours later,","","","","context_content_data","Incorrect sequencing of plot events;Incomplete response/transcript fragmentation","Correct identification of the opening sentence","The candidate correctly placed the first sentence (b) and the seventh sentence (e) in their correct positions. All other positions (2, 3, 4, 5, 6, 8) were either filled with the wrong sentence or contained fragmented text. Total score: 2/8.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","33fc475d8366b6791dc932afd2178cac6a9021d912d9cf8b99a0c42effc4c225","2026-09-17T05:46:13.334074+00:00"
"REARR_019","SE_06_Q1","SE_06_Q1_0019","9","Rearrange","8","gemma","ai_studio","0","2","0","0","0","2","2","0","0","0","2","2","False","None","Band 1","True","False","Item-scored comparison against answer key: Position 1 (b) is correct; Position 2 (e instead of a) is incorrect; Position 3 (c instead of d) is incorrect; Position 4 (e instead of f) is incorrect; Position 5 (a instead of c) is incorrect; Position 6 (f instead of h) is incorrect; Position 7 (h instead of e) is incorrect; Position 8 (g) is correct. Total correct positions: 2.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","1. b ... 8. g","","","","context_content_data","Incorrect sequencing of narrative events","Correctly identified the starting and ending sentences","The student correctly placed items 1 (b) and 8 (g). Items 2, 3, 4, 5, 6, and 7 were placed in the wrong positions relative to the answer key.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f3927868cbb1e6f423f2965dde8005528d2731a21e516cdc53617124275ed8bb","2026-09-17T05:19:24.833588+00:00"
"REARR_020","SE_06_Q1","SE_06_Q1_0020","9","Rearrange","8","gemma","ai_studio","0","8","0","0","0","8","8","0","0","0","8","8","False","None","Band 4","True","False","The student correctly positioned all eight sentences. Comparing the provided text to the answer key: Position 1 is 'b', Position 2 is 'a' (despite the student incorrectly labeling it as 'd'), Position 3 is 'd', Position 4 is 'f', Position 5 is 'c', Position 6 is 'h', Position 7 is 'e', and Position 8 is 'g'.","This is an item-scored question; this criterion is always 0.","This is an item-scored question; this criterion is always 0.","This is an item-scored question; this criterion is always 0.","b) Once Hazrat Bayazid Bustami came home... d) She asked Bayazid... d) So he went... f) He filled the pitcher... c) But She fell asleep... h) He instead... e) She woke up... g) As he was still standing...","","","","context_content_data","","Perfect narrative sequencing;Accurate content placement","All eight items were positioned correctly according to the answer key (b, a, d, f, c, h, e, g). Although the student mistakenly labeled the second sentence as 'd' instead of 'a', the content of the sentence is correct and in the correct position; per the rubric, this is treated as a labeling slip and not a sequencing error. Total score: 8/8.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","860d908c57cba024069c3f7c460ac1830689c5a258839a92fbdbdd3b14b95ce2","2026-09-17T05:23:46.721770+00:00"
"REARR_021","SE_06_Q1","SE_06_Q1_0021","9","Rearrange","8","gemma","ai_studio","0","8","0","0","0","8","8","0","0","0","8","8","False","None","Band 4","True","False","The student correctly positioned every item in the sequence according to the answer key.","Item-scored question; this criterion is not applicable.","Item-scored question; this criterion is not applicable.","Item-scored question; this criterion is not applicable.","1. b 2. a 3. d 4. f 5. c 6. h 7. e 8. g","","","","context_content_data","","Perfect accuracy in sequencing","The student achieved full marks by correctly placing all eight items in their required positions: 1(b), 2(a), 3(d), 4(f), 5(c), 6(h), 7(e), and 8(g).","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","d236e443b3c5d0e6d21d2286534c9295e66e938b3ede5fc6099d4e5c5a8019bb","2026-09-17T05:38:09.642197+00:00"
"REARR_022","SE_06_Q1","SE_06_Q1_0022","9","Rearrange","8","gemma","ai_studio","0","0","0","0","0","0","0","0","0","0","0","0","False","None","Band 0","True","False","The student failed to rearrange the sentences. They listed the items in the order they appeared in the question (a, b, c, d, e, f, g) rather than the narrative sequence. Comparing the student's sequence to the key: Slot 1 (a vs b), Slot 2 (b vs a), Slot 3 (c vs d), Slot 4 (d vs f), Slot 5 (e vs c), Slot 6 (f vs h), Slot 7 (g vs e), Slot 8 (missing vs g). Zero items are in the correct position.","Criterion fixed at 0 for item-scored tasks.","Criterion fixed at 0 for item-scored tasks.","Criterion fixed at 0 for item-scored tasks.","a) She asked Bayzid to give her a glass of water... b) once Hazrat Bayazid Butami came home...","","","","context_content_data","Failure to rearrange sequence;Alphabetical listing instead of chronological ordering","Attempted to transcribe the sentences","The candidate did not perform the rearrangement task. Instead of providing the correct sequence of sentences (b, a, d, f, c, h, e, g), they simply listed the sentences in the order they were presented in the prompt (a, b, c, d, e, f, g). Consequently, no sentence occupies the correct position according to the answer key. Total score: 0/8.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","aae46f3f77aa03d9bb964ee0bb572e78342197ce59b4b712001a6512e3332fb7","2026-09-17T05:37:49.605480+00:00"
"SHORT_001","SE_06_Q1","SE_06_Q1_0001","2","Short_Answer","5","gemma","ai_studio","0","3","0","0","0","3","3","0","0","0","3","3","False","None","Band 3","True","False","Items a, c, and e are correct. Item a correctly identifies the casualties of the war. Item c correctly identifies the purpose and status of the Memorial as a focal point, with content recoverable despite spelling errors. Item e correctly identifies the 31-gun salute as the start of the day. Item b is incorrect because it describes the spirit/manner of celebration ('great enthusiasm') rather than the specific activities (salutes, flags, programs) listed in the key. Item d was not attempted.","This is an item-scored question; structural criteria are not applicable.","This is an item-scored question; mechanics are only assessed as part of content recoverability.","This is an item-scored question; originality is not a scoring criterion.","a. The war in 1971 Pakistani army killed theree million people and assaulted thousands of woman, ... c. The National Martyrs' Memorial is important bedcause our monument dedicated to the slodirzes and civilians ... becomes a focal point for citizens to pay their respect. ... e. The ba day begins with a 31-gun salute at dawn","","","","context_content_data","Item omission (Item d);Vague/General response instead of specific activities (Item b)","Successful retrieval of key factual data for items a, c, and e","The candidate scored 3 out of 5. Items a, c, and e were marked correct as they carried the required factual content from the reading passage. Item b was marked incorrect because it provided a general description of the atmosphere rather than the specific ways the day is celebrated. Item d was left blank.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","05aac7cfb136a412948d9fbfa1d256cc9baf45bf7146343c39f5ecfbd3edbed8","2026-09-17T04:26:04.945524+00:00"
"SHORT_002","SE_06_Q1","SE_06_Q1_0002","2","Short_Answer","5","gemma","ai_studio","0","2","0","0","0","2","2","0","0","0","2","2","False","None","Band 2","True","False","Item a is correct as it identifies the nine-month fight and the victory. Item b is correct as it mentions paying respect to martyrs by giving flowers at the Memorial, which is supported by the text. Items c, d, and e were not attempted.","This is an item-scored question; structural marks are not awarded.","This is an item-scored question; mechanics are not scored separately.","This is an item-scored question; originality marks are not awarded.","victory ley Nine month Fight... giving flower in the National Martyres Memorial","","","","context_content_data","Omission of items (c, d, e);Spelling errors (ley, myrtyrs)","Correct identification of core facts for items a and b","Item a: Right. Item b: Right. Item c: Not attempted. Item d: Not attempted. Item e: Not attempted. Total score: 2/5.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","e9c1040beb4d30fd0a3b2ec1539594b53436203d068af5b062a8b061eb3cf4df","2026-09-17T04:05:28.908880+00:00"
"SHORT_003","SE_06_Q1","SE_06_Q1_0003","2","Short_Answer","5","gemma","ai_studio","0","3","0","0","0","3","3","0","0","0","3","3","False","None","Band 3","True","False","Item a is correct. Item b is incorrect as it provides a general sentiment ('great enthusiasm') rather than listing the celebration activities required by the key. Item c is correct. Item d is correct (the national anthem is a patriotic song). Item e is incorrect as it attributes the salute to 'hard work' rather than the start of the day or honoring martyrs/victory.","Item-scored question; this criterion is always 0.","Item-scored question; this criterion is always 0.","Item-scored question; this criterion is always 0.","Bangladeshi People battled against Pakistani Army... its monument dedicated to the soldiers and civilians who lost their lives during the war and it's a focal paint to pay their respect... People signs national anthem","","","","context_content_data","Vague responses (Item b);Factual inaccuracy regarding text content (Item e)","Successful identification of key facts in the majority of items;Ability to paraphrase (Item a)","Item a: Right. Item b: Wrong (does not list activities). Item c: Right. Item d: Right. Item e: Wrong.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","ede82ddab7c4015640318523e5dcb44482143c09933b9c48bc035630b12fd960","2026-09-17T04:04:31.613541+00:00"
"SHORT_004","SE_06_Q1","SE_06_Q1_0004","2","Short_Answer","5","gemma","ai_studio","0","0","0","0","0","0","0","0","0","0","0","0","False","None","Band 0","True","False","None of the five required items (a-e) contain the correct information as per the answer key. The responses are single, irrelevant words or fragments that do not answer the questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","(a) a (b) with (c) a (d) fraom (e) blessing","","","","context_content_data","Incorrect content;Non-responsive answers","Attempted the questions","The student failed to provide correct answers for any of the items. Item (a) is wrong, (b) is wrong, (c) is wrong, (d) is wrong, and (e) is wrong. The responses provided are largely unintelligible in the context of the questions asked.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","b5f76bd59db1a24c540012c59ba4639b4ece586bef210050993338aa9d5ebb51","2026-09-17T04:08:28.256873+00:00"
"SHORT_005","SE_06_Q1","SE_06_Q1_0005","2","Short_Answer","5","gemma","ai_studio","0","3","0","0","0","3","3","0","0","0","3","3","False","None","Band 3","True","False","Item (a) is correct (independence/nine-month battle). Item (b) is marked correct based on the line labeled 'B' which identifies the gun salute at dawn. Item (c) is incomplete ('memorial imp') and does not explain the importance. Item (d) is correct (patriotic songs). Item (e) was not attempted. Total: 1+1+0+1+0 = 3.","Criterion not applicable for item-scored questions.","Criterion not applicable for item-scored questions.","Criterion not applicable for item-scored questions.","a. The war in 1971. Bangladesh got independence. after a nine-month -long. ... B. The day begins with a -gun solute at down ... d. recite patriotic songs and recall the sacrifices made by the nations hero.","","","","context_content_data","Incomplete responses;Incorrect item labeling;Spelling errors (solute, down)","Correct recovery of key facts for items a, b, and d","The student correctly answered three out of five items. Item (a) is correct; Item (b) is marked correct via the response labeled 'B'; Item (d) is correct. Item (c) was attempted but left as an incomplete fragment ('memorial imp'), and Item (e) was not attempted. Total score: 3/5.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","2fbd3281a2dd6dc4dba9322d914993d7947be23edeaf8a883e10c6b2da5ca117","2026-09-17T04:20:45.509483+00:00"
"SHORT_006","SE_06_Q1","SE_06_Q1_0006","2","Short_Answer","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items (a-e) are correct based on the answer key. Item a identifies the 1971 independence and the cost of war. Item b identifies celebrations (banners/parades). Item c identifies the memorial as a focal point for respect. Item d identifies patriotic songs. Item e identifies the salute's timing at dawn.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","a) In 1971 Bangladesh got independence... b) People celebrate victory day with colourful plags, banners and parades. c) The National Mantyns' Memorial is important because our monument... becomes a focal point for citizens to pay their respect. d) People sings recite patriotic songs... e) The 31-gun salute represent the day at dawn","","","","context_content_data","Spelling errors (e.g., 'ammy' for 'army', 'plags' for 'flags', 'Mantyns' for 'Martyrs')","Precise information retrieval from the text;Full completion of all required items","The candidate successfully answered all five items correctly. Item a: Correct. Item b: Correct. Item c: Correct. Item d: Correct. Item e: Correct. Per the marking guidelines for item-scored questions, the frequent spelling errors do not result in mark deductions as the content remains fully recoverable.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","cd7247bc39f68f109a4e2ddf5c27327b6a9993b70db9471258181a361b39820b","2026-09-17T04:23:08.468275+00:00"
"SHORT_007","SE_06_Q1","SE_06_Q1_0007","2","Short_Answer","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","All five items were answered correctly. Item a identifies the casualties; Item b lists celebration activities; Item c explains the memorial's dedication; Item d identifies patriotic songs; Item e identifies the timing of the salute (dawn), which aligns with marking the start of the day.","This is an item-scored question; structure and brevity are not independently assessed.","This is an item-scored question; mechanics are not independently assessed provided the content is recoverable.","This is an item-scored question; originality is not independently assessed.","Pakistani army killed three million people and assoulted thousands of woman...Different political, cultural and educational programmes are organised...monnumnet dedicated to the soldiers and civilians...recite patriotic songs...31- gun salute at dawn","","","","context_content_data","Orthographic/Spelling errors (e.g., 'assoulted', 'colounbul', 'Savan', 'monnumnet', 'thein')","Full content retrieval for all items;Accurate interpretation of the reading passage","The candidate successfully answered all five questions (a, b, c, d, and e) correctly. Each answer carries the required content from the answer key. While there are numerous spelling mistakes throughout the response, these do not result in mark deductions for this item-scored task.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","518dee5b3158be63748eeb1599a580082f81a56e207518750bf7ad33f25bf5c0","2026-09-17T04:22:47.499292+00:00"
"SHORT_008","SE_06_Q1","SE_06_Q1_0008","2","Short_Answer","5","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 4","True","False","Items a, c, d, and e are marked correct as they provide the required factual content from the passage. Item b is marked 0 because 'with great enthusiasm' is a general description of the atmosphere and does not answer 'how' (the specific activities like gun salutes, parades, and flags) as required by the key.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","Not applicable for item-scored questions.","a. During the war in 1971 Bangladesh fought against the Pakistani army. c. ...it is dedicated to the soldiers and civillans Who lost their lives during the war. d. People sing patriotic songs at the National Martyrs' Memorial. e. The 31-gun salute represents the supreme sacrifices of the millions Bangladeshi people.","","","","context_content_data","Insufficient detail in item (b)","Accurate factual retrieval;Direct and concise answers","Item a: Correct. Item b: Incorrect (response is too generic and fails to list the activities of celebration). Item c: Correct. Item d: Correct. Item e: Correct.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","2eadf9fffa5affaa77a2cbec46ca17d279b1802420d3700427a1a7885f840e15","2026-09-17T04:29:19.177819+00:00"
"SHORT_009","SE_06_Q1","SE_06_Q1_0009","2","Short_Answer","5","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 4","True","False","Items (a), (c), (d), and (e) are correct as they provide the required factual content from the passage. Item (b) is marked 0 because it merely states the day is celebrated 'with great enthusiasm' (an emotional description) without listing the actual activities/methods of celebration required by the key.","Fixed at 0 for item-scored questions.","Fixed at 0 for item-scored questions.","Fixed at 0 for item-scored questions.","a) During the war in 1971. Bangladesh got independence. after nine-month-long blood-soaked battle agains the pakistani army. c) The National Martyrs are Memorial Important for us because they t lost their lives during the war, to save the contry d) people recite patriotic song at the National Martyrs' Memorial e) The Victory Day, begins with 31-gun salute to respect the martyrs.","","","","context_content_data","Failure to provide specific descriptive details in response to 'How' (Item b)","Correct identification of key facts across most items;Ability to extract specific information regarding the memorial and the salute","The student correctly answered four out of five items. Item (a) correctly identifies the independence and the nature of the battle. Item (c) correctly identifies the purpose of the memorial. Item (d) correctly identifies patriotic songs. Item (e) correctly links the 31-gun salute to respecting the martyrs. Item (b) is incorrect as it fails to describe the activities of the celebration, providing only a general statement about enthusiasm.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f1a8779b5460942705953c158be3b646143e2873214ad80853fd1a6cc993da2a","2026-09-17T04:34:31.595140+00:00"
"SHORT_010","SE_06_Q1","SE_06_Q1_0010","2","Short_Answer","5","gemma","ai_studio","0","4","0","0","0","4","4","0","0","0","4","4","False","None","Band 4","True","False","Item a: Correct (independence and Pakistani army's actions). Item b: Correct (mentions salutes, flag hoisting, programs, and banners). Item c: Correct (mentions sacrifice of lives). Item d: Correct (mentions singing songs). Item e: Incorrect (claims the salute represents the hoisting of the flag, whereas the text presents these as two sequential events). Total: 1+1+1+1+0 = 4.","Item-scored question: this criterion is always 0.","Item-scored question: this criterion is always 0.","Item-scored question: this criterion is always 0.","a) In 1971, Bangladesh got independence... b) People et celebrate victory day... with a 37 gun salute... hoisting of the national flag... c) National martyres is memorial beufo because they lost their lives... d) people sing songs... e) The 37-gun Salutes salute represents the hoisting of the national flag","","","","context_content_data","Factual inaccuracy in item (e);Spelling errors (e.g., 'assau lited', 'mantyrs', 'beufo')","Accurate extraction of core facts for most questions;Complete attempts for all items","The candidate correctly answered four out of five items. Items (a), (b), (c), and (d) were awarded 1 mark each as they contained the required content despite spelling errors. Item (e) was marked 0 because it misidentified the meaning of the 31-gun salute, confusing it with the act of hoisting the flag.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","b8c67650889ab3d686a769b6fe7c41bfa3e6e6318a69235b80037633df98aec5","2026-09-17T04:35:27.732054+00:00"
"SHORT_011","SE_06_Q1","SE_06_Q1_0011","2","Short_Answer","5","gemma","ai_studio","0","5","0","0","0","5","5","0","0","0","5","5","False","None","Band 4","True","False","The student correctly answered all five items. Item (a): identifies the fight against Pakistan and the surrender date (1); Item (b): mentions the 31-gun salute and hoisting (1); Item (c): connects the memorial to remembering those who gave their lives (1); Item (d): identifies a specific patriotic song (1); Item (e): identifies the salute as representing the war/victory (1). Total = 5.","Criterion not applicable for item-scored questions.","Criterion not applicable for item-scored questions. Per rubric, grammar/spelling do not affect the mark if content is recoverable.","Criterion not applicable for item-scored questions.","a) During the war in 1971, we Fight with the Pakistani army. On the 16th December, the pakistan army surrendered b) ...begins with a 31-gun salute at dawn, followed by hoisting... c) ...it help to remembers us the martyrs' thing. They gave their lives. d) People sings ""Aman shonar Bangla""... e) The 31 gun salute represent the Libaranation war","","","","context_content_data","Minor spelling errors (e.g., 'governu-ment', 'Libaranation');Grammatical slips (e.g., 'People sings')","Accurate retrieval of all key facts from the passage;Ability to provide a specific example of a patriotic song","All five items were marked correct. Item (a) correctly identifies the conflict and the date of surrender. Item (b) correctly identifies the salute and hoisting. Item (c) correctly describes the purpose of the memorial. Item (d) correctly identifies a patriotic song. Item (e) correctly links the salute to the liberation war. Although there are several mechanical and spelling errors, they do not impede the recovery of the correct content, and therefore do not cost marks for this item-scored task.","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1d9aa782f94d2996fada3dd8d5ebb8e89fd19acb2eedb5bb64b6e2f8112c05da","2026-09-17T04:39:29.338265+00:00"
