"task_id","exam_set","script_id","question_no","question_type","max_mark","model","provider","n_runs","mean_total_score","total_score_min","total_score_max","total_score_range","total_score_std","mean_context_content_data","mean_structure_format_brevity","mean_language_mechanics","mean_originality_comparisons_paraphrase","mean_raw_total","performance_band_of_mean","cap_applied_rate","cap_reason_modal","is_attempted","synthesised","evidence_not_found_rate","model_version","thinking_level","rubric_hash","prompt_hash"
"PARA_002","SE_06_Q1","SE_06_Q1_0002","12","Paragraph","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","2.0","3.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","a7ad214f6b0b96f4a4e4f11a8b89c1c96a910c15536b37afa6cf48d78fa66419"
"PARA_003","SE_06_Q1","SE_06_Q1_0003","12","Paragraph","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","3.0","3.0","1.0","2.0","9.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","15a2732f7ed1555d1178814e55446235641747b50a363f17b255aee25f28772f"
"PARA_004","SE_06_Q1","SE_06_Q1_0004","12","Paragraph","10","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","4efee5a6f483060d7931f636e90edacc8473bb531301119c0572192e22105b9a"
"PARA_005","SE_06_Q1","SE_06_Q1_0005","12","Paragraph","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","2.0","1.0","1.0","1.5","5.5","Band 2","1.0","Paragraph_Subdivisions","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f4a2ceb100d7e3768dcbccd6bf0c72c56e4bb236a69a53297bc61ccb67f54632"
"PARA_006","SE_06_Q1","SE_06_Q1_0006","12","Paragraph","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","3.0","1.0","1.0","1.0","6.0","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","debce126ca34bf9f4b4a9334a650df166ed7d0892866140464c491d323ed617b"
"PARA_007","SE_06_Q1","SE_06_Q1_0007","12","Paragraph","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","2.0","3.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","956c1cdfd6852980c8987d3f23266f019334a610602bea6aa9427f927b6fdb63"
"PARA_008","SE_06_Q1","SE_06_Q1_0008","12","Paragraph","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","3.0","1.0","1.0","1.0","6.0","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","08288038156ac4cdf4c0b115d1986d9064b4847fb80eb249155162991022e140"
"PARA_009","SE_06_Q1","SE_06_Q1_0009","12","Paragraph","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","3.0","3.0","0.5","0.5","7.0","Band 3","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","dee3a35405fbc54536a8a23e8e1ae1928e2183123944cd58fcbcf3c7ea4da3ee"
"PARA_010","SE_06_Q1","SE_06_Q1_0010","12","Paragraph","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","2.0","2.0","0.5","0.5","5.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","0607d57665253b77326e38512664b4cb78d0e948a54f97d68efed50c4aa1f4fb"
"PARA_011","SE_06_Q1","SE_06_Q1_0011","12","Paragraph","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","2.0","1.0","1.0","1.0","5.0","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","3d894efb4d88b3996001695cd7e39e8d394794208ab8370548e0639e17fef188"
"PARA_012","SE_06_Q1","SE_06_Q1_0012","12","Paragraph","10","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","2.0","1.0","0.5","0.5","4.0","Band 2","1.0","Paragraph_Subdivisions","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","5714c1841f5f81ed828e19b5dd70d61b4d3074c2f50e2d3e5ec3992f76e85cfa"
"PARA_013","SE_06_Q1","SE_06_Q1_0013","12","Paragraph","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","3.0","1.0","1.0","1.0","6.0","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","48e9cc9b0ef9c9b144e0577714ec0fab546bd4b646ee1fcd4cea666ea564bb6c"
"PARA_014","SE_06_Q1","SE_06_Q1_0014","12","Paragraph","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","2.0","1.0","1.0","1.0","5.0","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","eb4ba12128cbaba232ce619ccc89e9a36b508654b32dafa210d09968dc856a49"
"PARA_015","SE_06_Q1","SE_06_Q1_0015","12","Paragraph","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","2.0","3.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","466dbf2b08797a85d8663ac01f0fb479d176e8ce2358d2462397ff911eacdb3f"
"PARA_016","SE_06_Q1","SE_06_Q1_0016","12","Paragraph","10","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","4efee5a6f483060d7931f636e90edacc8473bb531301119c0572192e22105b9a"
"PARA_017","SE_06_Q1","SE_06_Q1_0017","12","Paragraph","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","3.0","3.0","1.0","1.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","38c8e7ef3d3d5d25b823144418ebbea17f0f79a1700747b811bb121819b7cf8b"
"PARA_018","SE_06_Q1","SE_06_Q1_0018","12","Paragraph","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","2.0","1.0","1.0","1.0","5.0","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","da0a331c4e3f9331280905ee0c832fa3da3132ceb0cc1eeb13285c30ed945012"
"PARA_019","SE_06_Q1","SE_06_Q1_0019","12","Paragraph","10","gemma","ai_studio","1","4.5","4.5","4.5","0.0","0.0","1.0","2.0","0.5","1.0","4.5","Band 2","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","d0730eebdf321bc99de45150045ecf9ee8cf11e954375466f00348b7d54025bd"
"PARA_020","SE_06_Q1","SE_06_Q1_0020","12","Paragraph","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","3.0","3.0","1.0","1.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","babfd9d042d19a10f85f1a715e6280d0df094ba70ba87ac6a134e4f4b51624db"
"PARA_021","SE_06_Q1","SE_06_Q1_0021","12","Paragraph","10","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","1.5","1.0","0.5","1.0","4.0","Band 2","1.0","Paragraph_Subdivisions","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","e4cd9b8d4b4c7e44684d6be507875b5562a457714d75a7c0c35b843921c6955f"
"PARA_022","SE_06_Q1","SE_06_Q1_0022","12","Paragraph","10","gemma","ai_studio","1","4.5","4.5","4.5","0.0","0.0","2.0","1.0","0.5","1.0","4.5","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","53dc9b0993450443357be6e728738592081271341db9cba86e3c1c8dc31bf173"
"POEM_001","SE_06_Q1","SE_06_Q1_0001","10","Poem_Short_Answer","10","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","411d8252ec21bfe2c3ca61b873b97befb69ab8f800494734ead95b7afea86ae1"
"POEM_002","SE_06_Q1","SE_06_Q1_0002","10","Poem_Short_Answer","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","a77139d906a97b4eda4053c832c8abcc1d9e12f77d7666a6f83269351da397b9"
"POEM_003","SE_06_Q1","SE_06_Q1_0003","10","Poem_Short_Answer","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","9.0","0.0","0.0","0.0","9.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","85dbf95561ce10288fa0c4608f6a0fad47fe3583bef87bc2a35396f20013ee6d"
"POEM_004","SE_06_Q1","SE_06_Q1_0004","10","Poem_Short_Answer","10","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1c2cffcca32e92b264333293df30d9f50fc0cb28840f510830a868161a96cd72"
"POEM_005","SE_06_Q1","SE_06_Q1_0005","10","Poem_Short_Answer","10","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 1","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","bdf772e6028fedb1a984a7b45f5cbfeed55d84591ef3591d946e1a1a94e920eb"
"POEM_006","SE_06_Q1","SE_06_Q1_0006","10","Poem_Short_Answer","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","7.0","0.0","0.0","0.0","7.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","9b835c83f486fb864d66e8c689f59f3290bf6ba03f1e28b8345cad98f609cbec"
"POEM_007","SE_06_Q1","SE_06_Q1_0007","10","Poem_Short_Answer","10","gemma","ai_studio","1","10.0","10.0","10.0","0.0","0.0","10.0","0.0","0.0","0.0","10.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","c981e22355db6b13a90f65701e04ab1c5738268892159914e40929757591c72e"
"POEM_008","SE_06_Q1","SE_06_Q1_0008","10","Poem_Short_Answer","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","8.0","0.0","0.0","0.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","8a27c9fa0e5b4cec2faa87352d2b1a11c6399f2a5edc76388556003dc226f7be"
"POEM_009","SE_06_Q1","SE_06_Q1_0009","10","Poem_Short_Answer","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","8.0","0.0","0.0","0.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","e712df68f8376bed69148cab44d3d41a4e413942a7f6902a5fb19081db05d7c9"
"POEM_010","SE_06_Q1","SE_06_Q1_0010","10","Poem_Short_Answer","10","gemma","ai_studio","1","6.0","6.0","6.0","0.0","0.0","6.0","0.0","0.0","0.0","6.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","9c0b610a5adbbac10f272c55fb8a71b2cecd503d33e4bb8acf574503a9dce44f"
"POEM_011","SE_06_Q1","SE_06_Q1_0011","10","Poem_Short_Answer","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","8.0","0.0","0.0","0.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1260f782d28cc26832fa70e8ce983f1d00a9e31cf47412128bd73102b5422b08"
"POEM_012","SE_06_Q1","SE_06_Q1_0012","10","Poem_Short_Answer","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","25f1811a3b2e0a78cb00c5c04b1e6a49e0a7752d69c649025544db9ed2dc41d8"
"POEM_013","SE_06_Q1","SE_06_Q1_0013","10","Poem_Short_Answer","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","7.0","0.0","0.0","0.0","7.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","fae1428923f3aa706621eff0c375d5a50272828eb8000ad7ec81b6969f5ec0ad"
"POEM_014","SE_06_Q1","SE_06_Q1_0014","10","Poem_Short_Answer","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","4178b1c62b359b7906dea54c2c97cc041879d5ead994e9bbde22797ca76fae7c"
"POEM_015","SE_06_Q1","SE_06_Q1_0015","10","Poem_Short_Answer","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","9.0","0.0","0.0","0.0","9.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","b4d1f1905eb879fb2a75168cb0bbf16300b890e825b92a6f224a368d74e87f1d"
"POEM_016","SE_06_Q1","SE_06_Q1_0016","10","Poem_Short_Answer","10","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","36af4aa2e742777a180a9b545636135f0a4e47ab83824df50978ce6d56e8b1b3"
"POEM_017","SE_06_Q1","SE_06_Q1_0017","10","Poem_Short_Answer","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","9.0","0.0","0.0","0.0","9.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","644bc0b98ead7070b8b9b4d0b6ce979714ce5ee4c2bff26ee4cbd922e4696723"
"POEM_018","SE_06_Q1","SE_06_Q1_0018","10","Poem_Short_Answer","10","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","6d87894a0878192e78dd19101e07ce78af975a9d9a4d6082576835738ec6fc4a"
"POEM_019","SE_06_Q1","SE_06_Q1_0019","10","Poem_Short_Answer","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","8.0","0.0","0.0","0.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","dbcf0e21d225c88ada922f0814180cb4b2be11b82f7adb6927fe6135e878e381"
"POEM_020","SE_06_Q1","SE_06_Q1_0020","10","Poem_Short_Answer","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","7.0","0.0","0.0","0.0","7.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","a7295c30ec29dbe87dae624e13603aba1f98e77b37de31c2a5c566fb927a4766"
"POEM_021","SE_06_Q1","SE_06_Q1_0021","10","Poem_Short_Answer","10","gemma","ai_studio","1","6.0","6.0","6.0","0.0","0.0","6.0","0.0","0.0","0.0","6.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","272798bcdc6e4202374b7fe86f0c90d5ced77de7a445bdba3ea057c1f84b117c"
"POEM_022","SE_06_Q1","SE_06_Q1_0022","10","Poem_Short_Answer","10","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1c2cffcca32e92b264333293df30d9f50fc0cb28840f510830a868161a96cd72"
"PREP_001","SE_06_Q1","SE_06_Q1_0001","8","Preposition_Use","5","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","7b0ec4ccc61aaef2e775c410a78bb3f3e96e018c317cfcc08b7e71a7fac3da3a"
"PREP_002","SE_06_Q1","SE_06_Q1_0002","8","Preposition_Use","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","16f2ae942e4c26cb229f45c278471cf410c460a90fbe822199968f36115cb894"
"PREP_003","SE_06_Q1","SE_06_Q1_0003","8","Preposition_Use","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","58068ce7f7123fbcdccd1a0a4759f7ee99ed41bcbfa1a5330d1e70c167fbe48f"
"PREP_004","SE_06_Q1","SE_06_Q1_0004","8","Preposition_Use","5","gemma","ai_studio","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","6200a687da3b5ec27b2fa8cd1205b5ddc31be277d45ff153bceff9c175b58887"
"PREP_005","SE_06_Q1","SE_06_Q1_0005","8","Preposition_Use","5","gemma","ai_studio","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","e55e3103fa13c1d3ad12d62c22cdfb79354e2488f707413617809177e649c95b"
"PREP_006","SE_06_Q1","SE_06_Q1_0006","8","Preposition_Use","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","5c97e8eea8433dcd3f5162819c76a710153f391079c24a69f6e2dcd0e9e5d1e1"
"PREP_007","SE_06_Q1","SE_06_Q1_0007","8","Preposition_Use","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f212efab20054efb174d9c90b825c944fc54f23934a9518e53d3f88c36f3cbea"
"PREP_008","SE_06_Q1","SE_06_Q1_0008","8","Preposition_Use","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","fcfc8ec4c7c5e6ebb2e8dc561233a60a66ae936ccbcbbb98b35e6311988289ac"
"PREP_009","SE_06_Q1","SE_06_Q1_0009","8","Preposition_Use","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","878f7451479b6d2a8ae21e10cb302887624a6b66b40952c1a8624f85d7c07ec9"
"PREP_010","SE_06_Q1","SE_06_Q1_0010","8","Preposition_Use","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f347e18b80d3f895f9746e4076b3546c88078c68530159ee4711a863378aaa97"
"PREP_011","SE_06_Q1","SE_06_Q1_0011","8","Preposition_Use","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","a5dc348cb407ca2b4278ed0a8b9685a3c51d4dad9a61af9ed368a78cce5438f8"
"PREP_012","SE_06_Q1","SE_06_Q1_0012","8","Preposition_Use","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","c631d857f9d0dba088a6a5de2ee7b6bd4f83757f8e5fcdf052c288ecba62f8b7"
"PREP_013","SE_06_Q1","SE_06_Q1_0013","8","Preposition_Use","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","c0f42b606a731f4c14e2099659fe0882ef31113607123962dcb5a5f2984afbd4"
"PREP_014","SE_06_Q1","SE_06_Q1_0014","8","Preposition_Use","5","gemma","ai_studio","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","bba53c62cc7feb135ded058be23eafe833bd3a2c764202d39be2031a80887631"
"PREP_015","SE_06_Q1","SE_06_Q1_0015","8","Preposition_Use","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","0b2f02debcbfee98f753adf79e272fe699e55856e046d9a235471ddd93219ac3"
"PREP_016","SE_06_Q1","SE_06_Q1_0016","8","Preposition_Use","5","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","ce3d608951c793d7f4844cf36e6ac5cb9d934b02236d93397c5e978a85e80ead"
"PREP_017","SE_06_Q1","SE_06_Q1_0017","8","Preposition_Use","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","0c7c84755f90e44639337078bba45427ecedb2579e39700f0494b254a94fb782"
"PREP_018","SE_06_Q1","SE_06_Q1_0018","8","Preposition_Use","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1a95ec083c509675ab13e9ba3797109118312cf4a3d5af663f5e4cdcc97b3471"
"PREP_019","SE_06_Q1","SE_06_Q1_0019","8","Preposition_Use","5","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","3969a3c839d4314276f7f190d416bdca7507237eb4a2239626b90e965ca74d4b"
"PREP_020","SE_06_Q1","SE_06_Q1_0020","8","Preposition_Use","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","a7babe562070afe3ded3afbe48df9c0550570e45c7b79273a47c4f5169f68ca5"
"PREP_021","SE_06_Q1","SE_06_Q1_0021","8","Preposition_Use","5","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","7b0ec4ccc61aaef2e775c410a78bb3f3e96e018c317cfcc08b7e71a7fac3da3a"
"PREP_022","SE_06_Q1","SE_06_Q1_0022","8","Preposition_Use","5","gemma","ai_studio","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","4598861e68079a38bc96859ebba405bc95d327151c7045efb10277de4a07a979"
"REARR_001","SE_06_Q1","SE_06_Q1_0001","9","Rearrange","8","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 3","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","2d1cdfd7f963160a9f8f86cb8d3ba7f976bebb4bc7b5ce35ca7397a6156de384"
"REARR_002","SE_06_Q1","SE_06_Q1_0002","9","Rearrange","8","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","7.0","0.0","0.0","0.0","7.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","3256346634d20ef52b858f91eb042c46a06df00eba947dd4722a890cd5f76d93"
"REARR_003","SE_06_Q1","SE_06_Q1_0003","9","Rearrange","8","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","8.0","0.0","0.0","0.0","8.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","d236e443b3c5d0e6d21d2286534c9295e66e938b3ede5fc6099d4e5c5a8019bb"
