"task_id","script_id","question_no","question_type","max_mark","model","provider","n_runs","mean_total_score","total_score_min","total_score_max","total_score_range","total_score_std","mean_context_content_data","mean_structure_format_brevity","mean_language_mechanics","mean_originality_comparisons_paraphrase","mean_raw_total","performance_band_of_mean","cap_applied_rate","cap_reason_modal","is_attempted","synthesised","evidence_not_found_rate","model_version","thinking_level","rubric_hash","prompt_hash"
"LETTER_014","SE_11_Q1_0014","10","Letter_Email","5","gemini","vertex","3","3.333","3.0","4.0","1.0","0.577","1.0","1.667","0.0","0.667","3.333","Band 3","0.0","None","True","False","0.333","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","17956f5c0ac921cfbc83d2872babe7528f9b39c146c6a52e8710496eab212f86"
"LETTER_014","SE_11_Q1_0014","10","Letter_Email","5","gemma","ai_studio","3","3.0","3.0","3.0","0.0","0.0","1.0","1.0","0.5","0.5","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","17956f5c0ac921cfbc83d2872babe7528f9b39c146c6a52e8710496eab212f86"
"LETTER_015","SE_11_Q1_0015","10","Letter_Email","5","gemini","vertex","3","3.0","3.0","3.0","0.0","0.0","1.0","2.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","0.333","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","d84cf414403c083c931160a53407ca39775af6d70f13f29f0356ee97af139af3"
"LETTER_015","SE_11_Q1_0015","10","Letter_Email","5","gemma","ai_studio","3","3.0","3.0","3.0","0.0","0.0","1.0","1.0","0.5","0.5","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","d84cf414403c083c931160a53407ca39775af6d70f13f29f0356ee97af139af3"
"LETTER_016","SE_11_Q1_0016","10","Letter_Email","5","gemini","vertex","3","4.0","4.0","4.0","0.0","0.0","1.0","2.0","0.0","1.0","4.0","Band 4","0.0","None","True","False","0.333","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","748c3de50ecdc1dcbd9a1f82f7553d9fd834f19a31e0d792ec47af6d348352e9"
"LETTER_016","SE_11_Q1_0016","10","Letter_Email","5","gemma","ai_studio","3","4.167","4.0","4.5","0.5","0.289","1.0","1.833","0.5","0.833","4.167","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","748c3de50ecdc1dcbd9a1f82f7553d9fd834f19a31e0d792ec47af6d348352e9"
"LETTER_017","SE_11_Q1_0017","10","Letter_Email","5","gemini","vertex","3","3.0","3.0","3.0","0.0","0.0","1.0","1.0","0.0","1.0","3.0","Band 3","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","14635fae7008c34e7a50cc90cb6470d59364bdabd5e499a14b46c9b453199387"
"LETTER_017","SE_11_Q1_0017","10","Letter_Email","5","gemma","ai_studio","3","3.0","3.0","3.0","0.0","0.0","1.0","1.0","0.5","0.5","3.0","Band 3","0.0","None","True","False","0.667","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","14635fae7008c34e7a50cc90cb6470d59364bdabd5e499a14b46c9b453199387"
"LETTER_018","SE_11_Q1_0018","10","Letter_Email","5","gemini","vertex","3","3.667","3.0","4.0","1.0","0.577","1.0","2.0","0.0","0.667","3.667","Band 4","0.0","None","True","False","1.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","66fbb49268653cba6f99b9995a3b3f5334080e31808dc8ea9f2946672135614e"
"LETTER_018","SE_11_Q1_0018","10","Letter_Email","5","gemma","ai_studio","3","3.667","3.0","4.0","1.0","0.577","1.0","2.0","0.333","0.333","3.667","Band 4","0.0","None","True","False","0.667","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","66fbb49268653cba6f99b9995a3b3f5334080e31808dc8ea9f2946672135614e"
"LETTER_019","SE_11_Q1_0019","10","Letter_Email","5","gemini","vertex","3","3.0","3.0","3.0","0.0","0.0","1.0","2.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","0.333","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","9e2f17c3279a8a14d69b1748161c0baf99aff60f3174950b0034a43a1814ac13"
"LETTER_019","SE_11_Q1_0019","10","Letter_Email","5","gemma","ai_studio","3","3.333","3.0","4.0","1.0","0.577","1.0","2.0","0.167","0.167","3.333","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","9e2f17c3279a8a14d69b1748161c0baf99aff60f3174950b0034a43a1814ac13"
"LETTER_020","SE_11_Q1_0020","10","Letter_Email","5","gemini","vertex","3","4.0","4.0","4.0","0.0","0.0","1.0","2.0","0.0","1.0","4.0","Band 4","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","50e76c73e1093f8f7102087f4038383a4d402bcbcb70edb483f1548885973793"
"LETTER_020","SE_11_Q1_0020","10","Letter_Email","5","gemma","ai_studio","3","4.0","4.0","4.0","0.0","0.0","1.0","2.0","0.5","0.5","4.0","Band 4","0.0","None","True","False","0.667","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","50e76c73e1093f8f7102087f4038383a4d402bcbcb70edb483f1548885973793"
"PARA_001","SE_11_Q1_0001","7","Paragraph","10","gemini","vertex","3","6.0","6.0","6.0","0.0","0.0","2.0","2.0","1.0","1.0","6.0","Band 3","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","e2b3e3553173dd24caec05e16adbd611eb376220c86cf9e5dcd994e534af167b"
"PARA_001","SE_11_Q1_0001","7","Paragraph","10","gemma","ai_studio","3","6.333","6.0","7.0","1.0","0.577","2.667","2.0","0.833","0.833","6.333","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","e2b3e3553173dd24caec05e16adbd611eb376220c86cf9e5dcd994e534af167b"
"PARA_002","SE_11_Q1_0002","7","Paragraph","10","gemini","vertex","3","5.0","5.0","5.0","0.0","0.0","2.0","1.333","0.667","1.0","5.0","Band 2","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","e22f4cc7abac58e1f657222172441bc4b7b39f99fe7d9b26de684d06fe9996ad"
"PARA_002","SE_11_Q1_0002","7","Paragraph","10","gemma","ai_studio","3","5.333","5.0","6.0","1.0","0.577","2.0","1.667","0.833","0.833","5.333","Band 2","0.0","None","True","False","0.333","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","e22f4cc7abac58e1f657222172441bc4b7b39f99fe7d9b26de684d06fe9996ad"
"PARA_003","SE_11_Q1_0003","7","Paragraph","10","gemini","vertex","3","5.667","5.0","6.0","1.0","0.577","2.0","2.0","0.667","1.0","5.667","Band 3","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","709123dcdacc174e69a7d712bb73d438f674f594533af852b979d58f18956efa"
"PARA_003","SE_11_Q1_0003","7","Paragraph","10","gemma","ai_studio","3","6.0","5.0","7.0","2.0","1.0","2.5","2.333","0.5","0.667","6.0","Band 3","0.0","None","True","False","0.667","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","709123dcdacc174e69a7d712bb73d438f674f594533af852b979d58f18956efa"
"PARA_004","SE_11_Q1_0004","7","Paragraph","10","gemini","vertex","3","5.0","5.0","5.0","0.0","0.0","2.0","1.667","1.0","1.333","6.0","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","7a47e0d81064573dbf1eb8193b62d8b01757e376cd531c6ea87b4772646c6160"
"PARA_004","SE_11_Q1_0004","7","Paragraph","10","gemma","ai_studio","3","4.5","4.0","5.0","1.0","0.5","2.0","1.0","0.333","1.167","4.5","Band 2","1.0","Paragraph_Subdivisions","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","7a47e0d81064573dbf1eb8193b62d8b01757e376cd531c6ea87b4772646c6160"
"PARA_005","SE_11_Q1_0005","7","Paragraph","10","gemini","vertex","3","6.0","6.0","6.0","0.0","0.0","2.0","2.0","1.0","1.0","6.0","Band 3","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","3215bf8b98341296783d38ded46b23dafff3717134d37de081b9480004b9689d"
"PARA_005","SE_11_Q1_0005","7","Paragraph","10","gemma","ai_studio","3","6.0","6.0","6.0","0.0","0.0","2.0","2.0","1.0","1.0","6.0","Band 3","0.0","None","True","False","0.333","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","3215bf8b98341296783d38ded46b23dafff3717134d37de081b9480004b9689d"
"PARA_006","SE_11_Q1_0006","7","Paragraph","10","gemini","vertex","3","4.667","4.0","5.0","1.0","0.577","2.0","1.0","0.667","1.0","4.667","Band 2","1.0","Paragraph_Subdivisions","True","False","0.333","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","e50dcd506cfadf0f574158fa337891fcd9fa9a79b1f5148c69b4b9925a73d735"
"PARA_006","SE_11_Q1_0006","7","Paragraph","10","gemma","ai_studio","3","4.5","4.5","4.5","0.0","0.0","2.0","1.0","0.5","1.0","4.5","Band 2","0.667","Paragraph_Subdivisions","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","e50dcd506cfadf0f574158fa337891fcd9fa9a79b1f5148c69b4b9925a73d735"
"PARA_007","SE_11_Q1_0007","7","Paragraph","10","gemini","vertex","3","5.0","5.0","5.0","0.0","0.0","3.0","2.0","1.0","1.667","7.667","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","459b20c7fa4f5b5ac1a1da6a8c6ff2b85274e01ea46340f384d9771172d76896"
"PARA_007","SE_11_Q1_0007","7","Paragraph","10","gemma","ai_studio","3","5.0","5.0","5.0","0.0","0.0","3.0","1.0","1.0","2.0","7.0","Band 2","1.0","Paragraph_Subdivisions","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","459b20c7fa4f5b5ac1a1da6a8c6ff2b85274e01ea46340f384d9771172d76896"
"PARA_008","SE_11_Q1_0008","7","Paragraph","10","gemini","vertex","3","6.0","6.0","6.0","0.0","0.0","2.0","2.0","1.0","1.0","6.0","Band 3","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","e59845e1c5e2dabe0d43f0c283994facc1ac78d35f6b9ba9c719dfb400d85f5e"
"PARA_008","SE_11_Q1_0008","7","Paragraph","10","gemma","ai_studio","3","7.0","6.0","8.0","2.0","1.0","2.667","2.667","0.833","0.833","7.0","Band 3","0.0","None","True","False","0.667","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","e59845e1c5e2dabe0d43f0c283994facc1ac78d35f6b9ba9c719dfb400d85f5e"
"PARA_009","SE_11_Q1_0009","7","Paragraph","10","gemini","vertex","3","5.0","5.0","5.0","0.0","0.0","2.0","1.333","1.0","1.333","5.667","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","de29b2a460bd711dd849f4c2d6af0fa690057ec68df7374051490d376f009389"
"PARA_009","SE_11_Q1_0009","7","Paragraph","10","gemma","ai_studio","3","5.0","5.0","5.0","0.0","0.0","2.5","1.0","0.833","1.0","5.333","Band 2","1.0","Paragraph_Subdivisions","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","de29b2a460bd711dd849f4c2d6af0fa690057ec68df7374051490d376f009389"
"PARA_010","SE_11_Q1_0010","7","Paragraph","10","gemini","","3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","c5d87a6a84a211c7f8c75184291a4fc532337038612e0fffe2dedd7e9ce178c1"
"PARA_010","SE_11_Q1_0010","7","Paragraph","10","gemma","","3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","c5d87a6a84a211c7f8c75184291a4fc532337038612e0fffe2dedd7e9ce178c1"
"PARA_011","SE_11_Q1_0011","7","Paragraph","10","gemini","","3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","c5d87a6a84a211c7f8c75184291a4fc532337038612e0fffe2dedd7e9ce178c1"
"PARA_011","SE_11_Q1_0011","7","Paragraph","10","gemma","","3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","c5d87a6a84a211c7f8c75184291a4fc532337038612e0fffe2dedd7e9ce178c1"
"PARA_012","SE_11_Q1_0012","7","Paragraph","10","gemini","vertex","3","5.0","5.0","5.0","0.0","0.0","2.167","2.0","1.0","1.0","6.167","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","b5baeff580fdc8c4c28711e5b822bf74a3bc894ca05520025ac4488a09b25cc8"
"PARA_012","SE_11_Q1_0012","7","Paragraph","10","gemma","ai_studio","3","5.0","5.0","5.0","0.0","0.0","2.667","1.0","0.833","1.0","5.5","Band 2","1.0","Paragraph_Subdivisions","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","b5baeff580fdc8c4c28711e5b822bf74a3bc894ca05520025ac4488a09b25cc8"
"PARA_013","SE_11_Q1_0013","7","Paragraph","10","gemini","vertex","3","5.0","5.0","5.0","0.0","0.0","2.0","1.0","1.0","1.0","5.0","Band 2","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","2d0a0c09fe4284371db5994dfa153db2f99c226e28da58c8b620e854b0c24036"
"PARA_013","SE_11_Q1_0013","7","Paragraph","10","gemma","ai_studio","3","4.667","4.0","5.0","1.0","0.577","2.0","1.5","0.5","0.667","4.667","Band 2","0.0","None","True","False","0.333","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","2d0a0c09fe4284371db5994dfa153db2f99c226e28da58c8b620e854b0c24036"
"PARA_014","SE_11_Q1_0014","7","Paragraph","10","gemini","vertex","3","6.0","6.0","6.0","0.0","0.0","2.0","2.0","1.0","1.0","6.0","Band 3","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","baf0930b639c357af40f76c7178eb12e6685e6e647669cdd63bc96ca12da7fb8"
"PARA_014","SE_11_Q1_0014","7","Paragraph","10","gemma","ai_studio","3","6.0","6.0","6.0","0.0","0.0","2.0","2.333","1.0","0.667","6.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","baf0930b639c357af40f76c7178eb12e6685e6e647669cdd63bc96ca12da7fb8"
"PARA_015","SE_11_Q1_0015","7","Paragraph","10","gemini","vertex","3","5.0","5.0","5.0","0.0","0.0","2.0","2.0","1.0","1.0","6.0","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","d3f9db778398967dcd93b2c649d9dbb94c3074c3b1b99abadbb7443b1ae47cd2"
"PARA_015","SE_11_Q1_0015","7","Paragraph","10","gemma","ai_studio","3","4.333","4.0","5.0","1.0","0.577","2.167","1.0","0.5","0.833","4.5","Band 2","1.0","Paragraph_Subdivisions","True","False","0.667","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","d3f9db778398967dcd93b2c649d9dbb94c3074c3b1b99abadbb7443b1ae47cd2"
"PARA_016","SE_11_Q1_0016","7","Paragraph","10","gemini","vertex","3","5.0","5.0","5.0","0.0","0.0","3.0","2.0","1.0","2.0","8.0","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","b7e32c8c8b3431764033b278c6d68d9b8fc9c90600f8493d34f57f94b6b5b5fa"
"PARA_016","SE_11_Q1_0016","7","Paragraph","10","gemma","ai_studio","3","5.0","5.0","5.0","0.0","0.0","3.0","1.333","1.0","1.5","6.833","Band 2","1.0","Paragraph_Subdivisions","True","False","0.667","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","b7e32c8c8b3431764033b278c6d68d9b8fc9c90600f8493d34f57f94b6b5b5fa"
"PARA_017","SE_11_Q1_0017","7","Paragraph","10","gemini","vertex","3","5.333","5.0","6.0","1.0","0.577","2.0","2.0","0.333","1.0","5.333","Band 2","0.0","None","True","False","0.667","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","b257563db8d7e7c68ea26f36a91fb5a2027fa5bed209215f94b8dab69e325182"
"PARA_017","SE_11_Q1_0017","7","Paragraph","10","gemma","ai_studio","3","6.0","5.0","7.0","2.0","1.0","2.833","1.667","0.667","0.833","6.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","b257563db8d7e7c68ea26f36a91fb5a2027fa5bed209215f94b8dab69e325182"
"PARA_018","SE_11_Q1_0018","7","Paragraph","10","gemini","vertex","3","6.0","6.0","6.0","0.0","0.0","2.0","2.0","1.0","1.0","6.0","Band 3","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","329a5f9f42ab0b1dc4550d79dccb8986a462be4172f329fa8ed96fc23ecd814e"
"PARA_018","SE_11_Q1_0018","7","Paragraph","10","gemma","ai_studio","3","6.0","5.0","7.0","2.0","1.0","2.0","2.333","0.833","0.833","6.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","329a5f9f42ab0b1dc4550d79dccb8986a462be4172f329fa8ed96fc23ecd814e"
"PARA_019","SE_11_Q1_0019","7","Paragraph","10","gemini","vertex","3","5.0","5.0","5.0","0.0","0.0","2.0","1.333","1.0","1.0","5.333","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","db839986060a1d36b1a4377a385a423c9f96da6342887f99827f83784835b5ca"
"PARA_019","SE_11_Q1_0019","7","Paragraph","10","gemma","ai_studio","3","4.667","4.0","5.0","1.0","0.577","2.5","0.833","0.5","1.333","5.167","Band 2","1.0","Paragraph_Subdivisions","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","db839986060a1d36b1a4377a385a423c9f96da6342887f99827f83784835b5ca"
"PARA_020","SE_11_Q1_0020","7","Paragraph","10","gemini","vertex","3","5.0","5.0","5.0","0.0","0.0","3.0","1.667","1.0","1.333","7.0","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","a60ae12f9c7d4f7ea7834cbd0d5e3d17f1a4b41006acb350e76cff8dace4a9be"
"PARA_020","SE_11_Q1_0020","7","Paragraph","10","gemma","ai_studio","3","5.0","5.0","5.0","0.0","0.0","3.0","1.0","1.0","1.833","6.833","Band 2","1.0","Paragraph_Subdivisions","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","a60ae12f9c7d4f7ea7834cbd0d5e3d17f1a4b41006acb350e76cff8dace4a9be"
"STORY_001","SE_11_Q1_0001","9","Story","7","gemini","vertex","3","4.0","4.0","4.0","0.0","0.0","2.0","1.0","0.0","1.0","4.0","Band 3","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","b0e788379019ad8c4d8df0147446961f907193b58f950b3f75c88fa7f2bbb34f"
"STORY_001","SE_11_Q1_0001","9","Story","7","gemma","ai_studio","3","4.0","4.0","4.0","0.0","0.0","2.0","1.0","0.167","0.833","4.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","b0e788379019ad8c4d8df0147446961f907193b58f950b3f75c88fa7f2bbb34f"
"STORY_002","SE_11_Q1_0002","9","Story","7","gemini","vertex","3","3.333","3.0","4.0","1.0","0.577","1.333","1.0","0.0","1.0","3.333","Band 2","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","e4382898e254607f85048422cc00c0d5980b17c504be8dff1f0b06f271add0c5"
"STORY_002","SE_11_Q1_0002","9","Story","7","gemma","ai_studio","3","3.333","3.0","4.0","1.0","0.577","1.5","0.917","0.25","0.667","3.333","Band 2","0.0","None","True","False","0.667","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","e4382898e254607f85048422cc00c0d5980b17c504be8dff1f0b06f271add0c5"
"STORY_003","SE_11_Q1_0003","9","Story","7","gemini","vertex","3","3.667","3.0","4.0","1.0","0.577","1.667","1.0","0.0","1.0","3.667","Band 3","0.0","None","True","False","0.333","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","8bdf6f9cf0ab048aa06d5323d30478d3968cb530e36bd8be65021fed6cfa791f"
"STORY_003","SE_11_Q1_0003","9","Story","7","gemma","ai_studio","3","3.0","3.0","3.0","0.0","0.0","1.167","1.0","0.25","0.583","3.167","Band 2","0.0","None","True","False","0.667","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","8bdf6f9cf0ab048aa06d5323d30478d3968cb530e36bd8be65021fed6cfa791f"
"STORY_004","SE_11_Q1_0004","9","Story","7","gemini","","3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","ff504ad660ac14a3e299c577a4ab37847cf9c6de10bda21e359bd9f4df63fbc3"
"STORY_004","SE_11_Q1_0004","9","Story","7","gemma","","3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","ff504ad660ac14a3e299c577a4ab37847cf9c6de10bda21e359bd9f4df63fbc3"
"STORY_005","SE_11_Q1_0005","9","Story","7","gemini","vertex","3","3.667","3.0","4.0","1.0","0.577","1.667","1.0","0.0","1.0","3.667","Band 3","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","a1ad5590a399ddcb097e6fd95cbc3ab4b4e80b31fab6f53a9e7b2750a24cc40e"
"STORY_005","SE_11_Q1_0005","9","Story","7","gemma","ai_studio","3","4.0","4.0","4.0","0.0","0.0","2.0","0.667","0.5","0.833","4.167","Band 3","0.0","None","True","False","0.667","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","a1ad5590a399ddcb097e6fd95cbc3ab4b4e80b31fab6f53a9e7b2750a24cc40e"
"STORY_006","SE_11_Q1_0006","9","Story","7","gemini","","3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","ff504ad660ac14a3e299c577a4ab37847cf9c6de10bda21e359bd9f4df63fbc3"
"STORY_006","SE_11_Q1_0006","9","Story","7","gemma","","3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","ff504ad660ac14a3e299c577a4ab37847cf9c6de10bda21e359bd9f4df63fbc3"
"STORY_007","SE_11_Q1_0007","9","Story","7","gemini","vertex","3","4.0","4.0","4.0","0.0","0.0","2.0","1.0","0.0","1.0","4.0","Band 3","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","3130fce00120ed9008a0472fd0d9e4a35af1940945b37a8b5d7a63e890617b77"
"STORY_007","SE_11_Q1_0007","9","Story","7","gemma","ai_studio","3","4.5","4.0","5.0","1.0","0.5","2.0","1.0","0.333","1.167","4.5","Band 3","0.0","None","True","False","0.333","gemma-4-31b-it","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","3130fce00120ed9008a0472fd0d9e4a35af1940945b37a8b5d7a63e890617b77"
"STORY_008","SE_11_Q1_0008","9","Story","7","gemini","vertex","3","4.0","4.0","4.0","0.0","0.0","2.0","1.0","0.0","1.0","4.0","Band 3","0.0","None","True","False","0.0","gemini-3.7-flash","high","3cacb8adcdf2fa1d15f75df5fbb49279824697964a40f149c310b8d7c19feb18","1f7656b5bb782bb0bbc24a9645a5182a97a77f8f546c8b3414ec40d58312cd89"
