"run_id","task_id","model","provider","model_id","thinking_level","run_index","call_index","input_tokens","output_tokens","thoughts_tokens","cost_usd","latency_ms","attempt_number","http_status","timestamp"
"LETTER_007__gemini__run0__call0","LETTER_007","gemini","vertex","gemini-3.7-flash","high","0","0","4425","3038","2280","0.008922","21858","1","200","2026-08-24T22:12:18.501559+00:00"
"LETTER_007__gemini__run1__call0","LETTER_007","gemini","vertex","gemini-3.7-flash","high","1","0","4425","2694","1906","0.008063","18375","1","200","2026-08-24T22:12:36.867700+00:00"
"LETTER_007__gemini__run2__call0","LETTER_007","gemini","vertex","gemini-3.7-flash","high","2","0","4425","2742","1965","0.008183","18094","1","200","2026-08-24T22:12:40.325678+00:00"
"LETTER_007__gemma__run0__call0","LETTER_007","gemma","ai_studio","gemma-4-31b-it","high","0","0","4426","2243","1498","0.001116","62936","1","200","2026-08-24T22:13:39.833570+00:00"
"LETTER_007__gemma__run1__call0","LETTER_007","gemma","ai_studio","gemma-4-31b-it","high","1","0","4426","3844","3074","0.001596","108265","1","200","2026-08-24T22:14:27.215392+00:00"
"LETTER_007__gemma__run2__call0","LETTER_007","gemma","ai_studio","gemma-4-31b-it","high","2","0","4426","2135","1394","0.001083","60125","1","200","2026-08-24T22:13:40.454172+00:00"
"LETTER_008__gemini__run0__call0","LETTER_008","gemini","vertex","gemini-3.7-flash","high","0","0","4400","3170","2349","0.009245","18875","1","200","2026-08-24T22:21:38.860365+00:00"
"LETTER_008__gemini__run1__call0","LETTER_008","gemini","vertex","gemini-3.7-flash","high","1","0","4400","2971","2169","0.008748","21063","1","200","2026-08-24T22:21:44.758557+00:00"
"LETTER_008__gemini__run2__call0","LETTER_008","gemini","vertex","gemini-3.7-flash","high","2","0","4400","2409","1633","0.007343","15311","1","200","2026-08-24T22:21:45.689481+00:00"
"LETTER_008__gemma__run0__call0","LETTER_008","gemma","ai_studio","gemma-4-31b-it","high","0","0","4401","2193","1447","0.001098","60734","1","200","2026-08-24T22:22:39.600043+00:00"
"LETTER_008__gemma__run1__call0","LETTER_008","gemma","ai_studio","gemma-4-31b-it","high","1","0","4401","1737","986","0.000961","49234","1","200","2026-08-24T22:22:34.004473+00:00"
"LETTER_008__gemma__run2__call0","LETTER_008","gemma","ai_studio","gemma-4-31b-it","high","2","0","4401","2221","1470","0.001106","62641","1","200","2026-08-24T22:22:48.328412+00:00"
"LETTER_009__gemini__run0__call0","LETTER_009","gemini","vertex","gemini-3.7-flash","high","0","0","4429","3095","2234","0.009066","20140","1","200","2026-08-24T22:29:58.643490+00:00"
"LETTER_009__gemini__run1__call0","LETTER_009","gemini","vertex","gemini-3.7-flash","high","1","0","4429","3283","2521","0.009536","21202","1","200","2026-08-24T22:30:17.940816+00:00"
"LETTER_009__gemini__run2__call0","LETTER_009","gemini","vertex","gemini-3.7-flash","high","2","0","4429","3045","2233","0.008941","19155","1","200","2026-08-24T22:30:17.813879+00:00"
"LETTER_009__gemma__run0__call0","LETTER_009","gemma","ai_studio","gemma-4-31b-it","high","0","0","4430","2863","2077","0.001302","80047","1","200","2026-08-24T22:31:37.860507+00:00"
"LETTER_009__gemma__run1__call0","LETTER_009","gemma","ai_studio","gemma-4-31b-it","high","1","0","4430","3195","2408","0.001401","89313","1","200","2026-08-24T22:31:47.272021+00:00"
"LETTER_009__gemma__run2__call0","LETTER_009","gemma","ai_studio","gemma-4-31b-it","high","2","0","4430","2093","1343","0.001071","59077","1","200","2026-08-24T22:31:30.713354+00:00"
"LETTER_010__gemini__run0__call0","LETTER_010","gemini","vertex","gemini-3.7-flash","high","0","0","4439","3089","2236","0.009054","22780","1","200","2026-08-24T22:37:37.053751+00:00"
"LETTER_010__gemini__run1__call0","LETTER_010","gemini","vertex","gemini-3.7-flash","high","1","0","4439","3280","2517","0.009532","22015","1","200","2026-08-24T22:37:59.060827+00:00"
"LETTER_010__gemini__run2__call0","LETTER_010","gemini","vertex","gemini-3.7-flash","high","2","0","4439","3741","2889","0.010684","47390","1","200","2026-08-24T22:38:40.553133+00:00"
"LETTER_010__gemma__run0__call0","LETTER_010","gemma","ai_studio","gemma-4-31b-it","high","0","0","4440","2592","1808","0.001222","72983","1","200","2026-08-24T22:39:12.063393+00:00"
"LETTER_010__gemma__run1__call0","LETTER_010","gemma","ai_studio","gemma-4-31b-it","high","1","0","4440","2878","2072","0.001307","79921","1","200","2026-08-24T22:39:25.915469+00:00"
"LETTER_010__gemma__run2__call0","LETTER_010","gemma","ai_studio","gemma-4-31b-it","high","2","0","4440","2687","1965","0.00125","75328","1","200","2026-08-24T22:39:55.882481+00:00"
"LETTER_011__gemini__run0__call0","LETTER_011","gemini","vertex","gemini-3.7-flash","high","0","0","4529","2901","2045","0.008611","18922","1","200","2026-08-24T23:09:56.495010+00:00"
"LETTER_011__gemini__run1__call0","LETTER_011","gemini","vertex","gemini-3.7-flash","high","1","0","4529","3309","2445","0.009631","20187","1","200","2026-08-24T23:10:07.757803+00:00"
"LETTER_011__gemini__run2__call0","LETTER_011","gemini","vertex","gemini-3.7-flash","high","2","0","4529","3104","2291","0.009119","21390","1","200","2026-08-24T23:10:10.660423+00:00"
"LETTER_011__gemma__run0__call0","LETTER_011","gemma","ai_studio","gemma-4-31b-it","high","0","0","4530","2511","1764","0.001206","70686","1","200","2026-08-24T23:11:07.192831+00:00"
"LETTER_011__gemma__run1__call0","LETTER_011","gemma","ai_studio","gemma-4-31b-it","high","1","0","4530","2260","1527","0.001131","63280","1","200","2026-08-24T23:11:11.055430+00:00"
"LETTER_011__gemma__run2__call0","LETTER_011","gemma","ai_studio","gemma-4-31b-it","high","2","0","4530","3005","2223","0.001355","83327","1","200","2026-08-24T23:11:33.994999+00:00"
"LETTER_012__gemini__run0__call0","LETTER_012","gemini","vertex","gemini-3.7-flash","high","0","0","4375","3027","2247","0.00888","18530","1","200","2026-08-24T23:17:55.231132+00:00"
"LETTER_012__gemini__run1__call0","LETTER_012","gemini","vertex","gemini-3.7-flash","high","1","0","4375","3453","2661","0.009945","20359","1","200","2026-08-24T23:18:00.504837+00:00"
"LETTER_012__gemini__run2__call0","LETTER_012","gemini","vertex","gemini-3.7-flash","high","2","0","4375","3692","2848","0.010542","20437","1","200","2026-08-24T23:18:05.266816+00:00"
"LETTER_012__gemma__run0__call0","LETTER_012","gemma","ai_studio","gemma-4-31b-it","high","0","0","4376","2972","2253","0.001329","82937","1","200","2026-08-24T23:19:18.179367+00:00"
"LETTER_012__gemma__run1__call0","LETTER_012","gemma","ai_studio","gemma-4-31b-it","high","1","0","4376","2404","1670","0.001159","68717","1","200","2026-08-24T23:19:09.232574+00:00"
"LETTER_012__gemma__run2__call0","LETTER_012","gemma","ai_studio","gemma-4-31b-it","high","2","0","4376","3774","3044","0.00157","105077","1","200","2026-08-24T23:19:50.353596+00:00"
"LETTER_013__gemini__run0__call0","LETTER_013","gemini","vertex","gemini-3.7-flash","high","0","0","4415","3084","2278","0.009034","16047","1","200","2026-08-24T23:27:07.643160+00:00"
"LETTER_013__gemini__run1__call0","LETTER_013","gemini","vertex","gemini-3.7-flash","high","1","0","4415","3157","2311","0.009217","21187","1","200","2026-08-24T23:27:25.712242+00:00"
"LETTER_013__gemini__run2__call0","LETTER_013","gemini","vertex","gemini-3.7-flash","high","2","0","4415","2499","1649","0.007572","15437","1","200","2026-08-24T23:27:23.085862+00:00"
"LETTER_013__gemma__run0__call0","LETTER_013","gemma","ai_studio","gemma-4-31b-it","high","0","0","4416","2941","2181","0.001324","82202","1","200","2026-08-24T23:28:40.834691+00:00"
"LETTER_013__gemma__run1__call0","LETTER_013","gemma","ai_studio","gemma-4-31b-it","high","1","0","4416","3251","2468","0.001417","91140","1","200","2026-08-24T23:28:54.230249+00:00"
"LETTER_013__gemma__run2__call0","LETTER_013","gemma","ai_studio","gemma-4-31b-it","high","2","0","4416","2756","1981","0.001268","77467","1","200","2026-08-24T23:28:43.195698+00:00"
"LETTER_014__gemini__run0__call0","LETTER_014","gemini","vertex","gemini-3.7-flash","high","0","0","4301","2788","2003","0.00826","18062","1","200","2026-08-24T23:36:17.276189+00:00"
"LETTER_014__gemini__run1__call0","LETTER_014","gemini","vertex","gemini-3.7-flash","high","1","0","4301","2967","2202","0.008708","17047","1","200","2026-08-24T23:36:25.667344+00:00"
"LETTER_014__gemini__run2__call0","LETTER_014","gemini","vertex","gemini-3.7-flash","high","2","0","4301","3163","2329","0.009198","29000","1","200","2026-08-24T23:36:46.292940+00:00"
"LETTER_014__gemma__run0__call0","LETTER_014","gemma","ai_studio","gemma-4-31b-it","high","0","0","4302","2409","1737","0.001153","67827","1","200","2026-08-24T23:37:26.032178+00:00"
"LETTER_014__gemma__run1__call0","LETTER_014","gemma","ai_studio","gemma-4-31b-it","high","1","0","4302","2393","1675","0.001148","66890","1","200","2026-08-24T23:37:32.573786+00:00"
"LETTER_014__gemma__run2__call0","LETTER_014","gemma","ai_studio","gemma-4-31b-it","high","2","0","4302","2468","1765","0.001171","69672","1","200","2026-08-24T23:37:55.986251+00:00"
"LETTER_015__gemini__run0__call0","LETTER_015","gemini","vertex","gemini-3.7-flash","high","0","0","4349","3104","2212","0.009065","20032","1","200","2026-08-24T23:46:07.849249+00:00"
"LETTER_015__gemini__run1__call0","LETTER_015","gemini","vertex","gemini-3.7-flash","high","1","0","4349","3317","2579","0.009597","23719","1","200","2026-08-24T23:46:13.829443+00:00"
"LETTER_015__gemini__run2__call0","LETTER_015","gemini","vertex","gemini-3.7-flash","high","2","0","4349","3079","2333","0.009002","43890","3","200","2026-08-24T23:46:42.283500+00:00"
"LETTER_015__gemma__run0__call0","LETTER_015","gemma","ai_studio","gemma-4-31b-it","high","0","0","4350","2973","2171","0.001327","83859","1","200","2026-08-24T23:47:31.696839+00:00"
"LETTER_015__gemma__run1__call0","LETTER_015","gemma","ai_studio","gemma-4-31b-it","high","1","0","4350","2929","2126","0.001314","82280","1","200","2026-08-24T23:47:36.114852+00:00"
"LETTER_015__gemma__run2__call0","LETTER_015","gemma","ai_studio","gemma-4-31b-it","high","2","0","4350","2457","1687","0.001172","69000","1","200","2026-08-24T23:47:51.287621+00:00"
"LETTER_016__gemini__run0__call0","LETTER_016","gemini","vertex","gemini-3.7-flash","high","0","0","4452","3387","2556","0.009803","21359","1","200","2026-08-24T23:55:30.907935+00:00"
"LETTER_016__gemini__run1__call0","LETTER_016","gemini","vertex","gemini-3.7-flash","high","1","0","4452","3154","2311","0.009221","19141","1","200","2026-08-24T23:55:33.449970+00:00"
"LETTER_016__gemini__run2__call0","LETTER_016","gemini","vertex","gemini-3.7-flash","high","2","0","4452","3206","2313","0.009351","24233","1","200","2026-08-24T23:55:40.116499+00:00"
"LETTER_016__gemma__run0__call0","LETTER_016","gemma","ai_studio","gemma-4-31b-it","high","0","0","4453","2658","1888","0.001243","74140","1","200","2026-08-24T23:56:45.047320+00:00"
"LETTER_016__gemma__run1__call0","LETTER_016","gemma","ai_studio","gemma-4-31b-it","high","1","0","4453","1870","1107","0.001006","52437","1","200","2026-08-24T23:56:25.898184+00:00"
"LETTER_016__gemma__run2__call0","LETTER_016","gemma","ai_studio","gemma-4-31b-it","high","2","0","4453","2662","1860","0.001244","75452","1","200","2026-08-24T23:56:55.578074+00:00"
"LETTER_017__gemini__run0__call0","LETTER_017","gemini","vertex","gemini-3.7-flash","high","0","0","4377","2844","1978","0.008423","19515","1","200","2026-08-25T00:05:15.037924+00:00"
"LETTER_017__gemini__run1__call0","LETTER_017","gemini","vertex","gemini-3.7-flash","high","1","0","4377","2367","1553","0.007231","15813","1","200","2026-08-25T00:05:14.998107+00:00"
"LETTER_017__gemini__run2__call0","LETTER_017","gemini","vertex","gemini-3.7-flash","high","2","0","4377","2494","1690","0.007548","25015","1","200","2026-08-25T00:05:34.104683+00:00"
"LETTER_017__gemma__run0__call0","LETTER_017","gemma","ai_studio","gemma-4-31b-it","high","0","0","4378","2694","1900","0.001246","76155","1","200","2026-08-25T00:06:31.164874+00:00"
"LETTER_017__gemma__run1__call0","LETTER_017","gemma","ai_studio","gemma-4-31b-it","high","1","0","4378","2522","1740","0.001194","72156","1","200","2026-08-25T00:06:27.200660+00:00"
"LETTER_017__gemma__run2__call0","LETTER_017","gemma","ai_studio","gemma-4-31b-it","high","2","0","4378","2156","1401","0.001085","61827","1","200","2026-08-25T00:06:35.934212+00:00"
"LETTER_018__gemini__run0__call0","LETTER_018","gemini","vertex","gemini-3.7-flash","high","0","0","4355","3046","2230","0.008922","24266","1","200","2026-08-25T00:14:56.257983+00:00"
"LETTER_018__gemini__run1__call0","LETTER_018","gemini","vertex","gemini-3.7-flash","high","1","0","4355","3749","2858","0.010679","22312","1","200","2026-08-25T00:15:18.582590+00:00"
"LETTER_018__gemini__run2__call0","LETTER_018","gemini","vertex","gemini-3.7-flash","high","2","0","4355","3364","2497","0.009716","56983","2","200","2026-08-25T00:16:03.199822+00:00"
"LETTER_018__gemma__run0__call0","LETTER_018","gemma","ai_studio","gemma-4-31b-it","high","0","0","4356","1948","1187","0.00102","55484","1","200","2026-08-25T00:16:04.127891+00:00"
"LETTER_018__gemma__run1__call0","LETTER_018","gemma","ai_studio","gemma-4-31b-it","high","1","0","4356","3371","2648","0.001447","94467","1","200","2026-08-25T00:16:53.064332+00:00"
"LETTER_018__gemma__run2__call0","LETTER_018","gemma","ai_studio","gemma-4-31b-it","high","2","0","4356","2435","1687","0.001166","70015","1","200","2026-08-25T00:17:13.212646+00:00"
"LETTER_019__gemini__run0__call0","LETTER_019","gemini","vertex","gemini-3.7-flash","high","0","0","4407","3224","2363","0.009382","24905","1","200","2026-08-25T00:25:23.606660+00:00"
"LETTER_019__gemini__run1__call0","LETTER_019","gemini","vertex","gemini-3.7-flash","high","1","0","4407","2921","2100","0.008625","23250","1","200","2026-08-25T00:25:28.758233+00:00"
"LETTER_019__gemini__run2__call0","LETTER_019","gemini","vertex","gemini-3.7-flash","high","2","0","4407","3137","2361","0.009165","22016","1","200","2026-08-25T00:25:45.621157+00:00"
"LETTER_019__gemma__run0__call0","LETTER_019","gemma","ai_studio","gemma-4-31b-it","high","0","0","4408","3302","2496","0.001431","92047","1","200","2026-08-25T00:26:56.013140+00:00"
"LETTER_019__gemma__run1__call0","LETTER_019","gemma","ai_studio","gemma-4-31b-it","high","1","0","4408","2997","2253","0.00134","84420","1","200","2026-08-25T00:26:53.187575+00:00"
"LETTER_019__gemma__run2__call0","LETTER_019","gemma","ai_studio","gemma-4-31b-it","high","2","0","4408","2456","1730","0.001178","69218","1","200","2026-08-25T00:26:54.847241+00:00"
"LETTER_020__gemini__run0__call0","LETTER_020","gemini","vertex","gemini-3.7-flash","high","0","0","4401","2960","2173","0.00872","37312","3","200","2026-08-25T00:34:54.013196+00:00"
"LETTER_020__gemini__run1__call0","LETTER_020","gemini","vertex","gemini-3.7-flash","high","1","0","4401","3202","2345","0.009325","32202","2","200","2026-08-25T00:35:04.591056+00:00"
"LETTER_020__gemini__run2__call0","LETTER_020","gemini","vertex","gemini-3.7-flash","high","2","0","4401","2675","1876","0.008008","33375","2","200","2026-08-25T00:35:25.337195+00:00"
"LETTER_020__gemma__run0__call0","LETTER_020","gemma","ai_studio","gemma-4-31b-it","high","0","0","4402","2973","2220","0.001332","83812","1","200","2026-08-25T00:36:17.847310+00:00"
"LETTER_020__gemma__run1__call0","LETTER_020","gemma","ai_studio","gemma-4-31b-it","high","1","0","4402","2529","1738","0.001199","71562","1","200","2026-08-25T00:36:16.162902+00:00"
"LETTER_020__gemma__run2__call0","LETTER_020","gemma","ai_studio","gemma-4-31b-it","high","2","0","4402","3010","2239","0.001343","84452","1","200","2026-08-25T00:36:49.794209+00:00"
"PARA_001__gemini__run0__call0","PARA_001","gemini","vertex","gemini-3.7-flash","high","0","0","4433","3497","2639","0.010072","23094","1","200","2026-08-24T20:34:12.906617+00:00"
"PARA_001__gemini__run1__call0","PARA_001","gemini","vertex","gemini-3.7-flash","high","1","0","4433","3190","2306","0.009305","22422","1","200","2026-08-24T20:34:18.229557+00:00"
"PARA_001__gemini__run2__call0","PARA_001","gemini","vertex","gemini-3.7-flash","high","2","0","4433","3980","3072","0.01128","26437","1","200","2026-08-24T20:34:38.717440+00:00"
"PARA_001__gemma__run0__call0","PARA_001","gemma","ai_studio","gemma-4-31b-it","high","0","0","4434","2959","2146","0.001331","93250","1","200","2026-08-24T20:35:46.163417+00:00"
"PARA_001__gemma__run1__call0","PARA_001","gemma","ai_studio","gemma-4-31b-it","high","1","0","4434","2673","1943","0.001245","85750","1","200","2026-08-24T20:35:43.991238+00:00"
"PARA_001__gemma__run2__call0","PARA_001","gemma","ai_studio","gemma-4-31b-it","high","2","0","4434","4282","3526","0.001728","124875","1","200","2026-08-24T20:36:43.603385+00:00"
"PARA_002__gemini__run0__call0","PARA_002","gemini","vertex","gemini-3.7-flash","high","0","0","4510","4459","3676","0.012501","37983","1","200","2026-08-24T21:05:56.359808+00:00"
"PARA_002__gemini__run1__call0","PARA_002","gemini","vertex","gemini-3.7-flash","high","1","0","4510","4350","3456","0.012228","37437","3","200","2026-08-24T21:05:56.202618+00:00"
"PARA_002__gemini__run2__call0","PARA_002","gemini","vertex","gemini-3.7-flash","high","2","0","4510","3852","2998","0.010983","24812","1","200","2026-08-24T21:05:43.781622+00:00"
"PARA_002__gemma__run0__call0","PARA_002","gemma","ai_studio","gemma-4-31b-it","high","0","0","4511","3125","2305","0.001389","88062","1","200","2026-08-24T21:06:59.831029+00:00"
"PARA_002__gemma__run1__call0","PARA_002","gemma","ai_studio","gemma-4-31b-it","high","1","0","4511","2582","1846","0.001226","72907","1","200","2026-08-24T21:34:09.229139+00:00"
"PARA_002__gemma__run2__call0","PARA_002","gemma","ai_studio","gemma-4-31b-it","high","2","0","4511","1795","1032","0.00099","50609","1","200","2026-08-24T21:34:41.257331+00:00"
"PARA_003__gemini__run0__call0","PARA_003","gemini","vertex","gemini-3.7-flash","high","0","0","4564","3269","2337","0.009542","21265","1","200","2026-08-24T21:08:49.895747+00:00"
"PARA_003__gemini__run1__call0","PARA_003","gemini","vertex","gemini-3.7-flash","high","1","0","4564","3133","2295","0.009202","20686","1","200","2026-08-24T21:08:49.685497+00:00"
"PARA_003__gemini__run2__call0","PARA_003","gemini","vertex","gemini-3.7-flash","high","2","0","4564","3403","2486","0.009877","31640","4","200","2026-08-24T21:09:00.720832+00:00"
"PARA_003__gemma__run0__call0","PARA_003","gemma","ai_studio","gemma-4-31b-it","high","0","0","4565","3347","2548","0.001461","93032","1","200","2026-08-24T21:38:48.274738+00:00"
"PARA_003__gemma__run1__call0","PARA_003","gemma","ai_studio","gemma-4-31b-it","high","1","0","4565","2272","1475","0.001138","63875","1","200","2026-08-24T21:39:01.099827+00:00"
"PARA_003__gemma__run2__call0","PARA_003","gemma","ai_studio","gemma-4-31b-it","high","2","0","4565","2629","1888","0.001245","74515","1","200","2026-08-24T21:39:28.145005+00:00"
"PARA_004__gemini__run0__call0","PARA_004","gemini","vertex","gemini-3.7-flash","high","0","0","4553","4146","3257","0.011731","36719","2","200","2026-08-24T21:12:07.505464+00:00"
"PARA_004__gemini__run1__call0","PARA_004","gemini","vertex","gemini-3.7-flash","high","1","0","4553","3587","2737","0.010333","25156","1","200","2026-08-24T21:11:58.960764+00:00"
"PARA_004__gemini__run2__call0","PARA_004","gemini","vertex","gemini-3.7-flash","high","2","0","4553","3034","2186","0.008951","22858","2","200","2026-08-24T21:12:00.114185+00:00"
"PARA_004__gemma__run0__call0","PARA_004","gemma","ai_studio","gemma-4-31b-it","high","0","0","4554","3102","2310","0.001386","86562","1","200","2026-08-24T21:44:09.845845+00:00"
"PARA_004__gemma__run1__call0","PARA_004","gemma","ai_studio","gemma-4-31b-it","high","1","0","4554","1956","1183","0.001042","55563","1","200","2026-08-24T21:43:46.628174+00:00"
"PARA_004__gemma__run2__call0","PARA_004","gemma","ai_studio","gemma-4-31b-it","high","2","0","4554","2126","1361","0.001093","59657","1","200","2026-08-24T21:44:28.148513+00:00"
"PARA_005__gemini__run0__call0","PARA_005","gemini","vertex","gemini-3.7-flash","high","0","0","4410","2802","1953","0.008328","19358","1","200","2026-08-24T21:14:32.683452+00:00"
"PARA_005__gemini__run1__call0","PARA_005","gemini","vertex","gemini-3.7-flash","high","1","0","4410","3250","2362","0.009448","21467","1","200","2026-08-24T21:14:35.191674+00:00"
"PARA_005__gemini__run2__call0","PARA_005","gemini","vertex","gemini-3.7-flash","high","2","0","4410","2915","2135","0.008611","37406","5","200","2026-08-24T21:14:52.587861+00:00"
"PARA_005__gemma__run0__call0","PARA_005","gemma","ai_studio","gemma-4-31b-it","high","0","0","4411","2182","1480","0.001096","63967","2","200","2026-08-24T21:15:32.238515+00:00"
"PARA_005__gemma__run1__call0","PARA_005","gemma","ai_studio","gemma-4-31b-it","high","1","0","4411","2442","1679","0.001174","73592","3","200","2026-08-24T21:15:42.852344+00:00"
"PARA_005__gemma__run2__call0","PARA_005","gemma","ai_studio","gemma-4-31b-it","high","2","0","4411","2935","2169","0.001322","82016","1","200","2026-08-24T21:15:54.709055+00:00"
"PARA_006__gemini__run0__call0","PARA_006","gemini","vertex","gemini-3.7-flash","high","0","0","4480","4748","3878","0.013214","29937","1","200","2026-08-24T22:02:28.042264+00:00"
"PARA_006__gemini__run1__call0","PARA_006","gemini","vertex","gemini-3.7-flash","high","1","0","4480","3384","2498","0.009804","21000","1","200","2026-08-24T22:02:37.328121+00:00"
"PARA_006__gemini__run2__call0","PARA_006","gemini","vertex","gemini-3.7-flash","high","2","0","4480","2970","2099","0.008769","19000","1","200","2026-08-24T22:02:47.042079+00:00"
"PARA_006__gemma__run0__call0","PARA_006","gemma","ai_studio","gemma-4-31b-it","high","0","0","4481","2684","1891","0.001253","75405","1","200","2026-08-24T22:03:52.736857+00:00"
"PARA_006__gemma__run1__call0","PARA_006","gemma","ai_studio","gemma-4-31b-it","high","1","0","4481","2850","2119","0.001303","80062","1","200","2026-08-24T22:04:07.124342+00:00"
"PARA_006__gemma__run2__call0","PARA_006","gemma","ai_studio","gemma-4-31b-it","high","2","0","4481","2486","1747","0.001194","70233","1","200","2026-08-24T22:04:17.186691+00:00"
"PARA_007__gemini__run0__call0","PARA_007","gemini","vertex","gemini-3.7-flash","high","0","0","4601","3713","2856","0.010663","23108","1","200","2026-08-24T22:08:31.487959+00:00"
"PARA_007__gemini__run1__call0","PARA_007","gemini","vertex","gemini-3.7-flash","high","1","0","4601","3050","2195","0.009005","17952","1","200","2026-08-24T22:08:35.225909+00:00"
"PARA_007__gemini__run2__call0","PARA_007","gemini","vertex","gemini-3.7-flash","high","2","0","4601","3121","2258","0.009183","20844","1","200","2026-08-24T22:08:43.512658+00:00"
"PARA_007__gemma__run0__call0","PARA_007","gemma","ai_studio","gemma-4-31b-it","high","0","0","4602","1736","948","0.000981","49702","1","200","2026-08-24T22:09:21.204432+00:00"
"PARA_007__gemma__run1__call0","PARA_007","gemma","ai_studio","gemma-4-31b-it","high","1","0","4602","1930","1186","0.001039","55327","1","200","2026-08-24T22:09:30.557883+00:00"
"PARA_007__gemma__run2__call0","PARA_007","gemma","ai_studio","gemma-4-31b-it","high","2","0","4602","1915","1104","0.001035","54687","1","200","2026-08-24T22:09:38.201319+00:00"
"PARA_008__gemini__run0__call0","PARA_008","gemini","vertex","gemini-3.7-flash","high","0","0","4498","3503","2633","0.010107","22172","1","200","2026-08-24T22:17:02.507806+00:00"
"PARA_008__gemini__run1__call0","PARA_008","gemini","vertex","gemini-3.7-flash","high","1","0","4498","3868","3021","0.011019","22593","1","200","2026-08-24T22:17:10.470064+00:00"
"PARA_008__gemini__run2__call0","PARA_008","gemini","vertex","gemini-3.7-flash","high","2","0","4498","2996","2167","0.008839","18092","1","200","2026-08-24T22:17:20.606086+00:00"
"PARA_008__gemma__run0__call0","PARA_008","gemma","ai_studio","gemma-4-31b-it","high","0","0","4499","3219","2445","0.001416","90344","1","200","2026-08-24T22:18:40.831233+00:00"
"PARA_008__gemma__run1__call0","PARA_008","gemma","ai_studio","gemma-4-31b-it","high","1","0","4499","2392","1605","0.001168","68280","1","200","2026-08-24T22:18:22.904649+00:00"
"PARA_008__gemma__run2__call0","PARA_008","gemma","ai_studio","gemma-4-31b-it","high","2","0","4499","3044","2233","0.001363","83859","1","200","2026-08-24T22:18:44.460145+00:00"
"PARA_009__gemini__run0__call0","PARA_009","gemini","vertex","gemini-3.7-flash","high","0","0","4415","4117","3243","0.011617","27405","1","200","2026-08-24T22:25:38.366007+00:00"
"PARA_009__gemini__run1__call0","PARA_009","gemini","vertex","gemini-3.7-flash","high","1","0","4415","4227","3364","0.011892","25140","1","200","2026-08-24T22:25:43.492606+00:00"
"PARA_009__gemini__run2__call0","PARA_009","gemini","vertex","gemini-3.7-flash","high","2","0","4415","3009","2134","0.008847","18859","1","200","2026-08-24T22:25:57.240868+00:00"
"PARA_009__gemma__run0__call0","PARA_009","gemma","ai_studio","gemma-4-31b-it","high","0","0","4416","2040","1295","0.001054","57484","1","200","2026-08-24T22:26:37.906510+00:00"
"PARA_009__gemma__run1__call0","PARA_009","gemma","ai_studio","gemma-4-31b-it","high","1","0","4416","2369","1672","0.001152","66765","1","200","2026-08-24T22:26:50.277493+00:00"
"PARA_009__gemma__run2__call0","PARA_009","gemma","ai_studio","gemma-4-31b-it","high","2","0","4416","2123","1394","0.001079","61016","1","200","2026-08-24T22:26:58.264699+00:00"
"PARA_012__gemini__run0__call0","PARA_012","gemini","vertex","gemini-3.7-flash","high","0","0","4620","2688","1835","0.008106","16983","1","200","2026-08-24T23:12:51.001292+00:00"
"PARA_012__gemini__run1__call0","PARA_012","gemini","vertex","gemini-3.7-flash","high","1","0","4620","4248","3323","0.012006","26500","1","200","2026-08-24T23:13:17.508756+00:00"
"PARA_012__gemini__run2__call0","PARA_012","gemini","vertex","gemini-3.7-flash","high","2","0","4620","2898","2029","0.008631","18719","1","200","2026-08-24T23:13:16.378849+00:00"
"PARA_012__gemma__run0__call0","PARA_012","gemma","ai_studio","gemma-4-31b-it","high","0","0","4621","1916","1157","0.001037","54890","1","200","2026-08-24T23:14:11.276098+00:00"
"PARA_012__gemma__run1__call0","PARA_012","gemma","ai_studio","gemma-4-31b-it","high","1","0","4621","2192","1413","0.00112","60640","1","200","2026-08-24T23:14:18.168079+00:00"
"PARA_012__gemma__run2__call0","PARA_012","gemma","ai_studio","gemma-4-31b-it","high","2","0","4621","2301","1582","0.001152","64094","1","200","2026-08-24T23:14:53.999605+00:00"
"PARA_013__gemini__run0__call0","PARA_013","gemini","vertex","gemini-3.7-flash","high","0","0","4665","4885","3964","0.013612","40733","2","200","2026-08-24T23:22:50.381804+00:00"
"PARA_013__gemini__run1__call0","PARA_013","gemini","vertex","gemini-3.7-flash","high","1","0","4665","3445","2554","0.010012","20734","1","200","2026-08-24T23:22:34.286306+00:00"
"PARA_013__gemini__run2__call0","PARA_013","gemini","vertex","gemini-3.7-flash","high","2","0","4665","4416","3582","0.012439","27281","1","200","2026-08-24T23:23:01.590812+00:00"
"PARA_013__gemma__run0__call0","PARA_013","gemma","ai_studio","gemma-4-31b-it","high","0","0","4666","2372","1575","0.001178","66454","1","200","2026-08-24T23:23:42.516364+00:00"
"PARA_013__gemma__run1__call0","PARA_013","gemma","ai_studio","gemma-4-31b-it","high","1","0","4666","3211","2462","0.00143","91327","1","200","2026-08-24T23:24:21.698050+00:00"
"PARA_013__gemma__run2__call0","PARA_013","gemma","ai_studio","gemma-4-31b-it","high","2","0","4666","2375","1566","0.001179","67390","1","200","2026-08-24T23:24:08.982234+00:00"
"PARA_014__gemini__run0__call0","PARA_014","gemini","vertex","gemini-3.7-flash","high","0","0","4364","4438","3640","0.012404","27281","1","200","2026-08-24T23:31:44.332478+00:00"
