"task_id","exam_set","script_id","question_no","question_type","max_mark","teacher_mark","teacher_mark_confidence","teacher_mark_source","question","source_text","extracted_text_raw","extracted_text","student_title","page_range","extraction_status","error_message","confidence","illegible_count","unclear_count","cut_count","struck_count","inserted_count","ambiguous_authorship_count","red_ink_suspected","needs_review","review_flags","word_count","char_count","source_word_count","length_ratio","exceeds_one_third","verbatim_overlap_pct","paragraph_break_count","letter_components_found","letter_components_missing_count","transcription_model_version","transcription_provider","transcription_prompt_version","prompt_hash","transcription_settings","extraction_timestamp"
"STORY_012","SE_06_Q1","SE_06_Q1_0012","11","Story","10","","","absent","Part-B : Writing. Read the opening of a story below and complete it in at least ten new sentences. Give a suitable title to it. (10)
Once upon a time two friends went on a journey. They had to go through a forest on the way. As they came through the wood, they saw a bear approaching…………","","Once upon a time two friends went on a journey. They had to go through a forest on the way. As they came ~~the~~ through the wood, they saw a bear approaching. Both of them ~~where~~ {inserted: were} frightened.

~~Sudd~~ Suddenly, one ~~one of them~~ climbed upon a tree. The other finding no other ~~alternative~~ {inserted: alternative} lay flat on the ground without breathing. As the bear ~~aprot~~ ~~aprowses~~ {inserted: approaches} it puts its head down and smelled him. He stayed ~~aluie~~ {inserted: quite} without breathing, the bear took him to be dead and went away. Sudden, the other man came down and said to his friend, What did the bear wishper into your ears?"" His friend replied, ""It gave me a piece of good advice."" ""What is it?"" Asked his friend. He told his friend about what the bear said that, ""Do not trust a friend who leaves you on a dangare.""","Once upon a time two friends went on a journey. They had to go through a forest on the way. As they came  through the wood, they saw a bear approaching. Both of them  were frightened.

 Suddenly, one  climbed upon a tree. The other finding no other  alternative lay flat on the ground without breathing. As the bear   approaches it puts its head down and smelled him. He stayed  quite without breathing, the bear took him to be dead and went away. Sudden, the other man came down and said to his friend, What did the bear wishper into your ears?"" His friend replied, ""It gave me a piece of good advice."" ""What is it?"" Asked his friend. He told his friend about what the bear said that, ""Do not trust a friend who leaves you on a dangare.""","A friend in need is a friend indeed.","6","ok","","0.9","0","0","0","8","4","0","False","False","","139","738","","","","","1","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:47:50.932564+00:00"
"PARA_012","SE_06_Q1","SE_06_Q1_0012","12","Paragraph","10","","","absent","Write a paragraph in 120 words. ""A Rickshaw-Puller"" (10)","","A rickshaw puller plays an important role in our communcaition seanter carrying passenagers from one place to another. An ~~illibitade~~ {inserted: illirate} unskilled and unemployed rickshaw ~~phus an important~~ are ~~aviaito~~ ~~aviaito~~ {inserted: availober} in a city or a town. ~~Unlicarsed~~ {inserted: Unlicensed} rickshaw pullers are also ~~aviailober~~ {inserted: availober}. They pulls rickshaw to earn ~~money~~ {inserted: money} and thus They live in a ~~road side~~ streets. They are consides about traffic rules so they mayo fall a victom. A work of a ~~rickshau~~ {inserted: rickshaw} puller is very rickshy.

A rickshaw puller plays an important role in our communcaition seanter carrying passenagers from one place to another. They also carries goods in there rickshaw. An illirate unskilled and unemployed rickshaw pullers are ~~aviailobar~~ {inserted: availobar} in a city or a town. ~~Unlicashed~~ {inserted: Unlicensed} rickshaw puller are also ~~aviailobar~~ {inserted: availobar} in a busy city in town. They pulls rickshaw to earn money. They are a very familiar figure in a ~~road~~ {inserted: streets}. They work very hard in the rain and in the sun. Both in good and bad weather. A ~~dif~~ {inserted: Sometimes} they have no rickshaw of his own. So, he hires a rickshaw to ~~wwork~~ {inserted: work} with it late hours at night.","A rickshaw puller plays an important role in our communcaition seanter carrying passenagers from one place to another. An  illirate unskilled and unemployed rickshaw  are   availober in a city or a town.  Unlicensed rickshaw pullers are also  availober. They pulls rickshaw to earn  money and thus They live in a  streets. They are consides about traffic rules so they mayo fall a victom. A work of a  rickshaw puller is very rickshy.

A rickshaw puller plays an important role in our communcaition seanter carrying passenagers from one place to another. They also carries goods in there rickshaw. An illirate unskilled and unemployed rickshaw pullers are  availobar in a city or a town.  Unlicensed rickshaw puller are also  availobar in a busy city in town. They pulls rickshaw to earn money. They are a very familiar figure in a  streets. They work very hard in the rain and in the sun. Both in good and bad weather. A  Sometimes they have no rickshaw of his own. So, he hires a rickshaw to  work with it late hours at night.","A Rickshaw Puller","7-8","ok","","0.8","0","0","0","15","12","0","False","False","","178","1028","","","","","1","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:47:50.932564+00:00"
"DIALOG_012","SE_06_Q1","SE_06_Q1_0012","13","Dialogue","10","","","absent","You are Shahid and you have been suffering from fever along with some Covid-19 symptoms for a week. Now, you are at the chamber of a doctor. Write a dialogue between you and the doctor. (10)","","","","","","not_attempted","question not found in transcript (verified absent)","","","","","","","","","","","0","0","","","","","","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T03:47:50.932564+00:00"
"MCQ_013","SE_06_Q1","SE_06_Q1_0013","1","MCQ","7","","","absent","Read the text and answer question 1: Choose the best answer from the alternatives. (1 x 7 = 7)
a. On the 16th of December of the same year, the 26 March declaration of independence became a reality. Here the meaning of the word reality is — i. experience  ii. certainty  iii. virtuality  iv. actuality
b. To every Bangladeshi the 16th December is a day of — i. self analysis  ii. sorrows and sufferings  iii. self questioning  iv. pride and joy
c. We pay our deep respect to the martyrs who gave their lives for the independence of Bangladesh. Here respect means — i. neglect  ii. honour  iii. favour  iv. dignity
d. We, the Bangalees celebrate our Victory Day by remembering the roles played by our fearless freedom fighters and the people at large. Which of the following words has a similar meaning of fearless? i. curious  ii. courageous  iii. fearful  iv. rebillion
e. This is why December 16 is our Victory Day when the Pakistan army surrendered unconditionally. What does surrendered mean here? i. defended  ii. submitted  iii. captured  iv. with stood
f. To build up our nation as a prosperous country we have to work — i. individually  ii. separately  iii. independently  iv. unitedly
g. 1971 is the year of our — i. Liberation War  ii. Independence  iii. Victory day  iv. all of i, ii & iii

READING PASSAGE (questions 1 and 2):
December 16 is a remarkable day for Bangladeshi people. On this day in 1971. Bangladesh got independence after a nine-month-long blood-soaked battle against the Pakistani army. It is a day of national pride as well as a day of commemorating the sacrifices of the millions of Bangladeshi people. Pakistani army killed three million people and assaulted thousands of women.
The Victory Day is celebrated with great enthusiasm across the country. The day begins with a 31-gun salute at dawn, followed by the hoisting of the national flag at government buildings and private institutions. Different political, cultural and educational programmes are organised to pay homage to the martyrs of the war. The entire nation celebrates the day with colourful flags, banners and parades.
The National Parade ground hosts a grand military parade where the president, the prime minister and dignitaries from government and non-government sectors join, The National Martyrs Memorial in Savar, our monument dedicated to the soldiers and civilians who lost their lives during the war, becomes a focal point for citizens to pay their respect. People from all walks of life gather to offer flowers, recite patriotic songs, and recall the sacrifices made by the nation's heroes.

ANSWER KEY (1 mark per item, no part marks):
a. iv. actuality
b. iv. pride and joy
c. ii. honour
d. ii. courageous
e. ii. submitted
f. iv. unitedly
g. iv. all of i, ii & iii

Accept the option written as the roman numeral alone (“iv”), as the option text alone (“actuality”), or as both. Misspelling a correctly chosen option does NOT cost the mark.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","a. In actuality
b. pride and joy
c. honour
d. rebellion
e. captured
f. independently
g. all of i, ii & iii","a. In actuality
b. pride and joy
c. honour
d. rebellion
e. captured
f. independently
g. all of i, ii & iii","","16","ok","","0.9","0","0","0","0","0","0","False","False","","21","106","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T04:00:11.193727+00:00"
"SHORT_013","SE_06_Q1","SE_06_Q1_0013","2","Short_Answer","5","","","absent","Write short answers to the following questions. (1 x 5 = 5)
a. What happened during the war in 1971?
b. How do people celebrate Victory Day?
c. Why is the National Martyrs’ Memorial important?
d. What do people sing at the National Martyrs’ Memorial?
e. What does the 31-gun salute represent on Victory Day?

READING PASSAGE (questions 1 and 2):
December 16 is a remarkable day for Bangladeshi people. On this day in 1971. Bangladesh got independence after a nine-month-long blood-soaked battle against the Pakistani army. It is a day of national pride as well as a day of commemorating the sacrifices of the millions of Bangladeshi people. Pakistani army killed three million people and assaulted thousands of women.
The Victory Day is celebrated with great enthusiasm across the country. The day begins with a 31-gun salute at dawn, followed by the hoisting of the national flag at government buildings and private institutions. Different political, cultural and educational programmes are organised to pay homage to the martyrs of the war. The entire nation celebrates the day with colourful flags, banners and parades.
The National Parade ground hosts a grand military parade where the president, the prime minister and dignitaries from government and non-government sectors join, The National Martyrs Memorial in Savar, our monument dedicated to the soldiers and civilians who lost their lives during the war, becomes a focal point for citizens to pay their respect. People from all walks of life gather to offer flowers, recite patriotic songs, and recall the sacrifices made by the nation's heroes.

ANSWER KEY — indicative content, 1 mark per item (whole mark or nothing; there are no half marks on this question):
a. Bangladesh fought a nine-month-long battle against the Pakistani army, who killed three million people and assaulted thousands of women; the country won independence on 16 December 1971.
b. With a 31-gun salute at dawn, hoisting of the national flag, political, cultural and educational programmes, and parades with colourful flags and banners.
c. It is the monument dedicated to the soldiers and civilians who lost their lives during the war, and it becomes the focal point where citizens pay their respect.
d. Patriotic songs.
e. It marks the start of Victory Day at dawn and honours the martyrs and the nation's victory.

Wording need not match the key — award the mark for any answer carrying the same content, in the student's own words or lifted from the passage. Award 0 for a wrong, off-question or omitted answer.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","a. At 1971 Bangladesh got Independence after 9 mounth long battle against Pakistan anmy,
b. People celebrated the victory Day with great enthusiasm across the country.
c. The 'National Martyr's Memorial' Important for those sholdens who lost their house.
d. People sing at the National Martyr's Memorial for showing respect to our freedom fighters.
e. The 31 gun salute represent hoisting of the national Flag at government building and private institutions.","a. At 1971 Bangladesh got Independence after 9 mounth long battle against Pakistan anmy,
b. People celebrated the victory Day with great enthusiasm across the country.
c. The 'National Martyr's Memorial' Important for those sholdens who lost their house.
d. People sing at the National Martyr's Memorial for showing respect to our freedom fighters.
e. The 31 gun salute represent hoisting of the national Flag at government building and private institutions.","","1","ok","","0.9","0","0","0","0","0","0","False","False","","68","458","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T04:00:11.193727+00:00"
"GAP_013","SE_06_Q1","SE_06_Q1_0013","3","Gap_Fill","5","","","absent","Read the text and answer question 3: Complete the passage with suitable words. (1 x 5 = 5)
After finding the box Rajendra and Ravi (a) — about valuable stones. Then they (b) — to Jaipur. After showing the papers to the museum people, Uncle Santosh (c) — to know that the papers were valuable. He (d) — the papers to the museum for ten thousand rupees. Later, (e) — the news, the boy were happy.

READING PASSAGE (questions 3 and 4):
That night Ravi dreamt about gold coins and jewels. The next morning they packed everything into the jeep and went back to Jaipur, Uncle Santosh went to the museum to show his friend the papers. When he came back, he told the boys, ""Those papers were very valuable. The museum people bought them for ten thousand rupees."" The boys were delighted. When Ravi met his father and mother once again, he told them about his adventures and gave them Rs 50,000. Rajendra and Ravi never forgot the kind owl who helped them to find the old box.

ANSWER KEY (1 mark per gap). No clue words are supplied, so ANY word that fits the sentence grammatically and agrees with the passage is correct:
a. dreamt / dreamed / talked / thought
b. went back / returned / came back
c. was surprised / was glad / was happy / came
d. sold
e. hearing / on hearing / after hearing / getting

A word that fits the sense but is misspelled still earns the mark. A word of the wrong part of speech, or one that contradicts the passage, does not.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","a. ~~think~~ dreamt
b. ~~went~~
c. went
d. sold
e. unowing","a.  dreamt
b. 
c. went
d. sold
e. unowing","","2","ok","","0.8","0","0","0","2","0","0","False","False","","9","41","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T04:00:11.193727+00:00"
"VOCAB_013","SE_06_Q1","SE_06_Q1_0013","4","Vocabulary","5","","","absent","Read the passage carefully and replace the following words with their suitable synonyms or antonyms. (1 x 5 = 5)
(a) Went back (antonym), (b) Museum (synonym), (c) Friend (synonym), (d) Show (antonym), (e) Bought (synonym)

READING PASSAGE (questions 3 and 4):
That night Ravi dreamt about gold coins and jewels. The next morning they packed everything into the jeep and went back to Jaipur, Uncle Santosh went to the museum to show his friend the papers. When he came back, he told the boys, ""Those papers were very valuable. The museum people bought them for ten thousand rupees."" The boys were delighted. When Ravi met his father and mother once again, he told them about his adventures and gave them Rs 50,000. Rajendra and Ravi never forgot the kind owl who helped them to find the old box.

ANSWER KEY (1 mark per item). Any correct word of the required relation is acceptable; the words below are indicative, not exhaustive:
a. Went back (Antonym): came / went forward / advanced / set out / left
b. Museum (Synonym): gallery / archive / repository / exhibition hall
c. Friend (Synonym): companion / mate / comrade / ally / pal
d. Show (Antonym): hide / conceal / cover
e. Bought (Synonym): purchased

Giving a synonym where an antonym was asked (or the reverse) scores 0 for that item. A correct word that is misspelled still earns the mark.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","a. went back |  | Come in
b. Museum | The phee where valuable things store. | 
c. Friend | Helper | 
d. Show | x | Unshow
e. Bought | Boy ~~something~~ | ","a. went back |  | Come in
b. Museum | The phee where valuable things store. | 
c. Friend | Helper | 
d. Show | x | Unshow
e. Bought | Boy  | ","","2","ok","","0.8","0","0","0","1","0","0","False","False","","23","141","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T04:00:11.193727+00:00"
"TABLE_013","SE_06_Q1","SE_06_Q1_0013","5","Table_Completion","5","","","absent","Read the text and answer question 5: Complete the table with information from the passage. (1 x 5 = 5)
| Topic | Information from the passage |
| a. Class Raju reads in | (i) |
| b. Subjects he did well in | (ii) |
| c. Marks he got in those subjects | (iii) |
| d. Subjects he did poorly in | (iv) |
| e. Marks he got in weak subjects | (v) |

READING PASSAGE (questions 5, 6 and 7):
Raju is a student of class six. Last week, his school held class tests in several subjects. Raju worked very hard to do well. He got 8 in Bangla, 9 in English, and 10 in Mathematics out of 10. His teachers praised him for his good marks. However, he could not do well in ICT, Science, and Religion, getting only 6 marks in each.
Raju felt a little sad about his low marks but promised to study harder next time. His father told him not to lose hope. His mother advised him to read ICT and Science regularly. Raju made a plan to give more time to those subjects. He was happy that he did very well in Bangla, English, and Math. Raju believes that with more practice, he can improve all his subjects.

ANSWER KEY (1 mark per blank):
i. Class six
ii. Bangla, English and Mathematics
iii. 8 in Bangla, 9 in English and 10 in Mathematics (out of 10)
iv. ICT, Science and Religion
v. 6 marks in each

This question asks for information lifted from the passage, so copying the passage's wording is CORRECT here and must not be penalised. A partial but unambiguous answer (e.g. naming all three subjects in ii) earns the mark; an answer that names only some of the required items does not.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","a. Class Raju reads in — (i) six
b. Subjeect he did well in — (ii) English and Mathematics.
c. marks he got in those subbeet — (iii) Bangla 8, English 9, Mathematics 10
d. Subject he did poorly in — (iv) ICT, Science, Religion.
e. marks he got in weak subject — (v) 6 marks each.","a. Class Raju reads in — (i) six
b. Subjeect he did well in — (ii) English and Mathematics.
c. marks he got in those subbeet — (iii) Bangla 8, English 9, Mathematics 10
d. Subject he did poorly in — (iv) ICT, Science, Religion.
e. marks he got in weak subject — (v) 6 marks each.","","3","ok","","0.9","0","0","0","0","0","0","False","False","","48","279","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T04:00:11.193727+00:00"
"TF_013","SE_06_Q1","SE_06_Q1_0013","6","True_False","5","","","absent","Read the statements below. Write ‘True’ if the statement is correct and ‘False’ if it is incorrect. If false, write the correct answer. (1 x 5 = 5)
a. Raju thinks he cannot improve his weak subjects.
b. He got 6 marks out of 10 in Mathematics.
c. Raju got full marks in Mathematics.
d. Raju plans to work lesser next time.
e. His father scolded him for low marks.

READING PASSAGE (questions 5, 6 and 7):
Raju is a student of class six. Last week, his school held class tests in several subjects. Raju worked very hard to do well. He got 8 in Bangla, 9 in English, and 10 in Mathematics out of 10. His teachers praised him for his good marks. However, he could not do well in ICT, Science, and Religion, getting only 6 marks in each.
Raju felt a little sad about his low marks but promised to study harder next time. His father told him not to lose hope. His mother advised him to read ICT and Science regularly. Raju made a plan to give more time to those subjects. He was happy that he did very well in Bangla, English, and Math. Raju believes that with more practice, he can improve all his subjects.

ANSWER KEY (1 mark per item):
a. False — Raju believes that with more practice he can improve all his subjects.
b. False — he got 10 out of 10 in Mathematics; 6 was his mark in ICT, Science and Religion.
c. True
d. False — he promised to study harder and planned to give more time to his weak subjects.
e. False — his father told him not to lose hope.

A ‘False’ verdict with NO correction, or with a wrong correction, scores 0 for that item — the question requires both. The correction need not match the key's wording; any correction carrying the right fact is accepted.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","a. False
b. False
c. True
d. True
e. False","a. False
b. False
c. True
d. True
e. False","","3","ok","","1.0","0","0","0","0","0","0","False","False","","10","42","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T04:00:11.193727+00:00"
"SUMMARY_013","SE_06_Q1","SE_06_Q1_0013","7","Summary","5","","","absent","Write a summary of the passage in your own words. (5)

TEXT TO BE SUMMARIZED (questions 5, 6 and 7):
Raju is a student of class six. Last week, his school held class tests in several subjects. Raju worked very hard to do well. He got 8 in Bangla, 9 in English, and 10 in Mathematics out of 10. His teachers praised him for his good marks. However, he could not do well in ICT, Science, and Religion, getting only 6 marks in each.
Raju felt a little sad about his low marks but promised to study harder next time. His father told him not to lose hope. His mother advised him to read ICT and Science regularly. Raju made a plan to give more time to those subjects. He was happy that he did very well in Bangla, English, and Math. Raju believes that with more practice, he can improve all his subjects.","Raju is a student of class six. Last week, his school held class tests in several subjects. Raju worked very hard to do well. He got 8 in Bangla, 9 in English, and 10 in Mathematics out of 10. His teachers praised him for his good marks. However, he could not do well in ICT, Science, and Religion, getting only 6 marks in each.
Raju felt a little sad about his low marks but promised to study harder next time. His father told him not to lose hope. His mother advised him to read ICT and Science regularly. Raju made a plan to give more time to those subjects. He was happy that he did very well in Bangla, English, and Math. Raju believes that with more practice, he can improve all his subjects.","Rina is a student of class five. Last week, her school held a test. She worked very hard to do well. She got 7 in ICT, 8 in English, 10 in Religion. Her teacher praised him for good marks. She could not do well in Bangla, Phathematics, Science getting 4 in each.

She felt sad but her teacher motivate him.

Her mother and scold him for bad marks. Her father adviee him to read Bangla, Math, Science regularly.

Rina belive that with more practice, she can improve all his subject.","Rina is a student of class five. Last week, her school held a test. She worked very hard to do well. She got 7 in ICT, 8 in English, 10 in Religion. Her teacher praised him for good marks. She could not do well in Bangla, Phathematics, Science getting 4 in each.

She felt sad but her teacher motivate him.

Her mother and scold him for bad marks. Her father adviee him to read Bangla, Math, Science regularly.

Rina belive that with more practice, she can improve all his subject.","","4","ok","","0.9","0","0","0","0","0","0","False","False","","86","481","129","0.6667","True","0.0","3","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T04:00:11.193727+00:00"
"PREP_013","SE_06_Q1","SE_06_Q1_0013","8","Preposition_Use","5","","","absent","Use these prepositions in sentences of your own. (1 x 5 = 5)
a. bottom of, b. top of, c. through, d. along, e. across

ANSWER KEY (1 mark per item). There is no fixed answer: the student composes their own sentence for each preposition. Award the mark when the sentence (1) actually contains the given preposition, (2) uses it in a sense that is correct English, and (3) is a complete, intelligible sentence.

Model sentences, for reference only — a student sentence need not resemble them:
a. bottom of: The old box lay at the bottom of the river.
b. top of: A small flag was fixed on the top of the hill.
c. through: We walked through the forest before sunset.
d. along: They strolled along the river bank in the evening.
e. across: A wooden bridge runs across the canal.

Award 0 for an item where the preposition is missing, is used in a way that is not English (e.g. “He is bottom of happy”), or where nothing resembling a sentence was written. A minor spelling or article slip does NOT cost the mark — the item tests the preposition, not general accuracy.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","a. bottom of — He go at the bottom of the river.
b. top — Skydrivers jump from the top.
c. through — We have to go through a forest.
d. along — Ayan walks along in the road.
e. across — He ran across the field.","a. bottom of — He go at the bottom of the river.
b. top — Skydrivers jump from the top.
c. through — We have to go through a forest.
d. along — Ayan walks along in the road.
e. across — He ran across the field.","","5","ok","","1.0","0","0","0","0","0","0","False","False","","42","210","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T04:00:11.193727+00:00"
"REARR_013","SE_06_Q1","SE_06_Q1_0013","9","Rearrange","8","","","absent","Put the following parts of the story in the correct order to make the whole story. Only the corresponding numbers of the sentences need to be written. (1 x 8 = 8)
a. She asked Bayazid to give her a glass of water, but he could not find any water in the pitcher.
b. Once Hazrat Bayazid Bustami came home to see his ailing mother.
c. But she again fell asleep.
d. So, he went to the well quite far from their house.
e. She woke up some hours later.
f. He filled the pitcher, came back and went to his mother with a glass of water.
g. As he was still standing by her bed, his mother drank the glass of water and blessed him from the core of heart.
h. He, instead of waking her up, stood by her bed with the glass of water in his hand.

ANSWER KEY — correct order (8 positions, 1 mark each):
1. b  (Once Hazrat Bayazid Bustami came home to see his ailing mother.)
2. a  (She asked Bayazid to give her a glass of water, but he could not find any water in the pitcher.)
3. d  (So, he went to the well quite far from their house.)
4. f  (He filled the pitcher, came back and went to his mother with a glass of water.)
5. c  (But she again fell asleep.)
6. h  (He, instead of waking her up, stood by her bed with the glass of water in his hand.)
7. e  (She woke up some hours later.)
8. g  (As he was still standing by her bed, his mother drank the glass of water and blessed him from the core of heart.)

Award 1 mark for each sentence the student places in its correct POSITION in the sequence above — a position-by-position comparison: b in slot 1 earns a mark, b anywhere else does not. The student may give the letters, the full sentences, or both; mark the order either way, and do not penalise copying slips inside the sentences.

MARKING NOTE: this question is ITEM-SCORED. Mark each lettered item against the key and put the SUM of the item marks in context_content_data, leaving structure_format_brevity, language_mechanics and originality_comparisons_paraphrase at 0. Nothing is awarded or deducted for handwriting, style, or spelling beyond what the key requires. An item the student did not attempt scores 0 for that item only. No structural cap is ever applied to an item-scored question.","","b. Once Hazrat Bayzid Bustami came home to see his ailing mothen.
a. ~~So he went to the well quite far~~
c. she asked Bayazid to give her a glass of water, but he could not find any water in the pitcher.
d. 
e. 
f. 
g. The boy think the phymaie lives in another land. because, he has all opposite qualities.
h. The Moon came there to peep.","b. Once Hazrat Bayzid Bustami came home to see his ailing mothen.
a. 
c. she asked Bayazid to give her a glass of water, but he could not find any water in the pitcher.
d. 
e. 
f. 
g. The boy think the phymaie lives in another land. because, he has all opposite qualities.
h. The Moon came there to peep.","","5-6","ok","","0.8","0","0","0","1","0","0","False","False","","60","304","","","","","0","","","gemma-4-31b-it","gemini","extraction_prompt_c6_v1","f172ab06cd2b8256703c24aac7a3e69688981e106974ba6a4975feb8e0e852b6","{""thinking_level"": ""medium"", ""max_output_tokens"": 32768}","2026-09-17T04:00:11.193727+00:00"
