"task_id","exam_set","script_id","question_no","question_type","max_mark","model","provider","n_runs","mean_total_score","total_score_min","total_score_max","total_score_range","total_score_std","mean_context_content_data","mean_structure_format_brevity","mean_language_mechanics","mean_originality_comparisons_paraphrase","mean_raw_total","performance_band_of_mean","cap_applied_rate","cap_reason_modal","is_attempted","synthesised","evidence_not_found_rate","model_version","thinking_level","rubric_hash","prompt_hash"
"GAP_031","SE_07_Q1","SE_07_Q1_0030","3","Gap_Fill","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","2f6f2ab61258612bcda2bf14562a7236237aa31b66de442eac670cba1d8ae8f9"
"GAP_032","SE_07_Q1","SE_07_Q1_0031","3","Gap_Fill","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","bd067e0a0ca34bbec099f7e15a9c2119bb57cedd9655d359fc3825339c701fc8"
"GAP_033","SE_07_Q1","SE_07_Q1_0032","3","Gap_Fill","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","6d357a2b315e1cca5dc70c6e6949d27a5c909fa47c00a31c416dfae20866d61d"
"GAP_034","SE_07_Q1","SE_07_Q1_0033","3","Gap_Fill","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","09d3d742523e565663e8a5481da7f1f1b26e93d0c221123d49a8488696acf5b0"
"GAP_035","SE_07_Q1","SE_07_Q1_0034","3","Gap_Fill","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","d9b3b64aebabc134a69d7130ad436f1f47d520e0782cd562c0858b80345567fb"
"MCQ_001","SE_07_Q1","SE_07_Q1_0000","1","MCQ","7","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","530ab9b03c79f69f61523811f62da6b44a3b369af61adc0d4dc3dde358506892"
"MCQ_002","SE_07_Q1","SE_07_Q1_0001","1","MCQ","7","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","7.0","0.0","0.0","0.0","7.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","14bc294673372019c0aea11c379cf65466a05ee864a5dded4b436cd9ff252592"
"MCQ_003","SE_07_Q1","SE_07_Q1_0002","1","MCQ","7","gemma","ai_studio","1","6.0","6.0","6.0","0.0","0.0","6.0","0.0","0.0","0.0","6.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","eca87c7cd5835a9d5813312c4afb04d5824dc9e7762cf52632138da382587313"
"MCQ_004","SE_07_Q1","SE_07_Q1_0003","1","MCQ","7","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","7.0","0.0","0.0","0.0","7.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","c546cfb4c059f5ffee5f506e8c8a5491e8b2311d1a29af5815804f036760a461"
"MCQ_005","SE_07_Q1","SE_07_Q1_0004","1","MCQ","7","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","4313b7cdfbeed7c55b1b30351285f43c80eeffdd01327d9208ba65895e395655"
"MCQ_006","SE_07_Q1","SE_07_Q1_0005","1","MCQ","7","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","7.0","0.0","0.0","0.0","7.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","5ec0a332d5ebc9370c8c4020b6fd2cde39a4730a43820e42bca827fabea33a4e"
"MCQ_007","SE_07_Q1","SE_07_Q1_0006","1","MCQ","7","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","2f11c71f22a8027375bc8f5330b5bb3ef15752b717d90ffffdcac6c1dcef1f55"
"MCQ_008","SE_07_Q1","SE_07_Q1_0007","1","MCQ","7","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","530ab9b03c79f69f61523811f62da6b44a3b369af61adc0d4dc3dde358506892"
"MCQ_009","SE_07_Q1","SE_07_Q1_0008","1","MCQ","7","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","d9488107d4a41b086f96ad090b111b58c9f7ec2667824af880019d6cace99a17"
"MCQ_010","SE_07_Q1","SE_07_Q1_0009","1","MCQ","7","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","a1d55adfdab46aab84e5f03bb3481ed1fdb27c93a3154b0d081e2c2b00071bbf"
"MCQ_011","SE_07_Q1","SE_07_Q1_0010","1","MCQ","7","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","5dd01b4a7aacbd9c3f4be17966e91138544140b3554ea57299193fd4eb746b0e"
"MCQ_012","SE_07_Q1","SE_07_Q1_0011","1","MCQ","7","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","addc3fc421fc22fd0c7ab48097ba3f3d2493fb1becad42183807ccde5f7e43bf"
"MCQ_013","SE_07_Q1","SE_07_Q1_0012","1","MCQ","7","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","bc6bd1aba76a34ad4ff6d2906876bd82ebebbe3ff2e9d3465200e1e78555eccd"
"MCQ_014","SE_07_Q1","SE_07_Q1_0013","1","MCQ","7","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","ec9ead4e5c6e9ed7379410f21639d0d05fed91a654bcb18dea60870e91e967da"
"MCQ_015","SE_07_Q1","SE_07_Q1_0014","1","MCQ","7","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","37048b9efc032c0e93597fa37be1a39cb195736ebc2317f22c39795733114c5f"
"MCQ_016","SE_07_Q1","SE_07_Q1_0015","1","MCQ","7","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","c9cd62064a532aec6c1c9a7636b6c18cad5463381c46ea92ec4d494ba8126064"
"MCQ_017","SE_07_Q1","SE_07_Q1_0016","1","MCQ","7","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","afd089f60c530a3b14687afe31d0e1d3b39b6ccc096c78ddae0fb8db6bebc9ea"
"MCQ_018","SE_07_Q1","SE_07_Q1_0017","1","MCQ","7","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","fbe4dc318a681b3ce0d3482aa8e403f45741854ebff0bd0ba493e1db14c28511"
"MCQ_019","SE_07_Q1","SE_07_Q1_0018","1","MCQ","7","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","377607686703ec7d88724e885b6ee5b0080ddc756622ce67bd74013380410ed0"
"MCQ_020","SE_07_Q1","SE_07_Q1_0019","1","MCQ","7","gemma","ai_studio","1","6.0","6.0","6.0","0.0","0.0","6.0","0.0","0.0","0.0","6.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","6b5aeb54f36ea4913d33fd672e16d13a03d7324e257e3a997106c7b02349ec4e"
"MCQ_021","SE_07_Q1","SE_07_Q1_0020","1","MCQ","7","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","16d69e2b65c4c5bdfee46f5769467e173898b4e375523b736b1811f86e642160"
"MCQ_022","SE_07_Q1","SE_07_Q1_0021","1","MCQ","7","gemma","ai_studio","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","50edb68061d7bbd065457c8737066e452eeac952a2ff8bb2da0d53381114fd27"
"MCQ_023","SE_07_Q1","SE_07_Q1_0022","1","MCQ","7","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","530ab9b03c79f69f61523811f62da6b44a3b369af61adc0d4dc3dde358506892"
"MCQ_024","SE_07_Q1","SE_07_Q1_0023","1","MCQ","7","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","72b463f03570c2bc0bda8b2903208c2cebcebc091550966df1d2491d375d54e7"
"MCQ_025","SE_07_Q1","SE_07_Q1_0024","1","MCQ","7","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","201b857a73456d92d0e04b2509b57e2de3b7ab0c4d87c3035c2d0c217b3f1521"
"MCQ_026","SE_07_Q1","SE_07_Q1_0025","1","MCQ","7","gemma","ai_studio","1","6.0","6.0","6.0","0.0","0.0","6.0","0.0","0.0","0.0","6.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","f75f8e1d4fabb171d9e615338508d0e190fbb5e9211d2dc42e01f18cb64533a6"
"MCQ_027","SE_07_Q1","SE_07_Q1_0026","1","MCQ","7","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","fd2273071cb178543fa2cc9e07df95f5dba01ae8a4d5af1421ea9b88de294c1b"
"MCQ_028","SE_07_Q1","SE_07_Q1_0027","1","MCQ","7","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","530ab9b03c79f69f61523811f62da6b44a3b369af61adc0d4dc3dde358506892"
"MCQ_029","SE_07_Q1","SE_07_Q1_0028","1","MCQ","7","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","5e85159abfa3cf267a0318ec33ceab2a49087be68141f1ddd85dfbbca429162b"
"MCQ_030","SE_07_Q1","SE_07_Q1_0029","1","MCQ","7","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","9cb8429e2fa97291134538a70c3ab8e1084e0631590d3a365cfe6e24a8edec3c"
"MCQ_031","SE_07_Q1","SE_07_Q1_0030","1","MCQ","7","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","a5b485697cc52c6c706b388fdabdffd4869986a254cc55a13ee9377dabdbc957"
"MCQ_032","SE_07_Q1","SE_07_Q1_0031","1","MCQ","7","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","ceb0973378bb8fb8f6ed2a6d2cd2cb0e7b49a193baf26f182cdb495ca1520434"
"MCQ_033","SE_07_Q1","SE_07_Q1_0032","1","MCQ","7","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","4dd182f1077920358d69128ee80866506318e8f8f9c0d758c30135b52bfe3b9c"
"MCQ_034","SE_07_Q1","SE_07_Q1_0033","1","MCQ","7","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","87d084d4152cb0fb63ebd9df870817c95a369a010302498a8ff0c338ed1ebc8b"
"MCQ_035","SE_07_Q1","SE_07_Q1_0034","1","MCQ","7","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","e323e4cbb5784dab6c68338aa820a0ad8eca90ca6380678d4296ca65c8dd7414"
"PARA_001","SE_07_Q1","SE_07_Q1_0000","12","Paragraph","10","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","92ba0ac1dd28d21521f693c7d85bed39253dda0c9a421eda1148aa80b7022652"
"PARA_002","SE_07_Q1","SE_07_Q1_0001","12","Paragraph","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","3.0","1.0","1.5","2.0","7.5","Band 2","1.0","Paragraph_Subdivisions","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","9015a521db8b9bfd9006987146460946c355b8d81a88fa3c5c6a1e60b467bc47"
"PARA_003","SE_07_Q1","SE_07_Q1_0002","12","Paragraph","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","3.0","3.0","1.0","2.0","9.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","f8352a58bb81c2be9d74fcad96e8b2ae21078fe3d8e839a1ebf9444eea7e3172"
"PARA_004","SE_07_Q1","SE_07_Q1_0003","12","Paragraph","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","3.0","3.0","1.0","1.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","a62cdb9a4b948f93dae94ca521ede77779547d716b3e79c321e5c47753fde464"
"PARA_005","SE_07_Q1","SE_07_Q1_0004","12","Paragraph","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","3.0","3.0","1.0","2.0","9.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","f5387288ea27f306ed57e4485d11c70a4ac3a318fa6af865bdfaa5396fdf28d3"
"PARA_006","SE_07_Q1","SE_07_Q1_0005","12","Paragraph","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","2.5","3.0","1.0","1.5","8.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","5c4eac39187b059d3f3f27840c8dca9f2024b7168ed368cc5455fe198d207b98"
"PARA_007","SE_07_Q1","SE_07_Q1_0006","12","Paragraph","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","2.0","3.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","33404f517140e97bb961f985918d99ce1e2e03bcd675c0def2072ef62b0eb2bf"
"PARA_008","SE_07_Q1","SE_07_Q1_0007","12","Paragraph","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","3.0","3.0","0.0","2.0","8.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","fa089bd4722a759440345e68b456cc2dbebbeb100ff5cab123d3871fca094b90"
"PARA_009","SE_07_Q1","SE_07_Q1_0008","12","Paragraph","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","3.0","3.0","1.0","1.0","8.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","8eb5d12180ef38908acbe84995d27d4b431ff73944b0004f77ece7c4a0181281"
"PARA_010","SE_07_Q1","SE_07_Q1_0009","12","Paragraph","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","2.0","3.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","a58116d61232a532ae912441134353af8adb82f4ce24fd5eee1739afc4eb0523"
"PARA_011","SE_07_Q1","SE_07_Q1_0010","12","Paragraph","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","2.0","3.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","f497833d2216ec0a0c4236fe27ff4f12b8de9f3f6b9a9372939aa9375d42d8b0"
"PARA_012","SE_07_Q1","SE_07_Q1_0011","12","Paragraph","10","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","1.0","1.0","0.0","1.0","3.0","Band 1","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","2e553aa38f709ebdf10492e5c45ae5971a8eb44c0ffda6e6d81b0c8fd6ec9ef8"
"PARA_013","SE_07_Q1","SE_07_Q1_0012","12","Paragraph","10","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","92ba0ac1dd28d21521f693c7d85bed39253dda0c9a421eda1148aa80b7022652"
"PARA_014","SE_07_Q1","SE_07_Q1_0013","12","Paragraph","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","2.0","1.0","1.0","1.0","5.0","Band 2","1.0","Paragraph_Subdivisions","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","409bb7928b16546f8e60e04746d5eecc635f33eefd500b7e7cee5f852bf62aa7"
"PARA_015","SE_07_Q1","SE_07_Q1_0014","12","Paragraph","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","3.0","3.0","1.0","2.0","9.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","b11e786b9bcb92499e425fa79695bd59fcc8e8e841cf6f6ebf128fb8f43edc6f"
"PARA_016","SE_07_Q1","SE_07_Q1_0015","12","Paragraph","10","gemma","ai_studio","1","8.5","8.5","8.5","0.0","0.0","3.0","3.0","1.0","1.5","8.5","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","5eff2c3e6e53ca1e0e22b44d92c5221eb269d142234e7422f5672cf539cb5dfd"
"PARA_017","SE_07_Q1","SE_07_Q1_0016","12","Paragraph","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","3.0","3.0","1.0","1.0","8.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","6b35555395f409769954369c6371f5b920590a212e23c34ea1a118fcf5acd0a5"
"PARA_018","SE_07_Q1","SE_07_Q1_0017","12","Paragraph","10","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","2.0","1.0","1.0","1.0","5.0","Band 2","1.0","Paragraph_Subdivisions","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","45a9a55aa7c54d01dd37c25237e555439dd319b9e99ecba12f58284a7c390621"
"PARA_019","SE_07_Q1","SE_07_Q1_0018","12","Paragraph","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","2.0","3.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","4aac016f1f24ea6e6555d19a178799033999559ff6e80c357d083f053710b1f2"
"PARA_020","SE_07_Q1","SE_07_Q1_0019","12","Paragraph","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","3.0","3.0","1.0","2.0","9.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","c6b63c8a810c1b2d1233be83b76ac1952c6da5ebc7be6c98c60902f2af083289"
"PARA_021","SE_07_Q1","SE_07_Q1_0020","12","Paragraph","10","gemma","ai_studio","1","8.0","8.0","8.0","0.0","0.0","2.0","3.0","1.0","2.0","8.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","7e398ad0f964d6bf9f0f2399a5e94bd4472699fb3c557bea17d0ed1683b52b66"
"PARA_022","SE_07_Q1","SE_07_Q1_0021","12","Paragraph","10","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","1.0","1.5","0.5","1.0","4.0","Band 2","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","90aedcc182c90b69762af5108e0bf8ed4ba7001a7c6b88240ef6c7d664e3dcb9"
"PARA_023","SE_07_Q1","SE_07_Q1_0022","12","Paragraph","10","gemma","ai_studio","1","6.0","6.0","6.0","0.0","0.0","2.0","2.0","0.5","1.5","6.0","Band 3","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","68aa264b4c6ac16a05d7ba58f03fcd2f252a4f4d68ada272fd9f542704fb57f7"
"PARA_024","SE_07_Q1","SE_07_Q1_0023","12","Paragraph","10","gemma","ai_studio","1","9.0","9.0","9.0","0.0","0.0","3.0","3.0","1.0","2.0","9.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","b72c82865c1a38dd750356c706c974488ee4383ba02654bf9dedbcec67068b59"
"PARA_025","SE_07_Q1","SE_07_Q1_0024","12","Paragraph","10","gemma","ai_studio","1","6.0","6.0","6.0","0.0","0.0","2.0","3.0","0.5","0.5","6.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","212a98e5cc1a649cacc051c7b582122adde590354c1d0edf395092d55579e6c3"
"PARA_026","SE_07_Q1","SE_07_Q1_0025","12","Paragraph","10","gemma","ai_studio","1","7.0","7.0","7.0","0.0","0.0","2.0","3.0","1.0","1.0","7.0","Band 3","0.0","None","True","False","0.0","gemma-4-31b-it","high","854bb0c31e180f76d51e2b7f601c7342e82b379a63e24dc795d2296626761ccc","3e019bdb9bb88823e47fbd8a7e0d080b14ac44da01af87e5ff59b512fe07875e"
